Metric,Value
config_name,localization_70pct
run_id,8
total_steps,2500
recorded_steps,2000
wall_time_seconds,40.862300157547
avg_cav_amota,0.9906906329258212
avg_cis_amota,0.9897761890327413
avg_global_amota,0.5318629817226147
cav_total_mse_violations_gt,6846
cav_total_mse_violations_sensor,6842
cav_total_ttc_violations_gt,1954
cav_total_ttc_violations_sensor,1572
cav_true_positives_mse,6836
cav_false_positives_mse,6
cav_false_negatives_mse,10
cav_true_positives_ttc,1452
cav_false_positives_ttc,120
cav_false_negatives_ttc,502
cav_amota,3310.888095238094
cav_total_mse_violations_gt_av,179
cav_total_mse_violations_gt_non_av,6667
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,6842
cav_total_ttc_violations_gt_av,51
cav_total_ttc_violations_gt_non_av,1903
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,1572
cis_total_mse_violations_gt,7526
cis_total_mse_violations_sensor,7525
cis_total_ttc_violations_gt,552
cis_total_ttc_violations_sensor,551
cis_true_positives_mse,7521
cis_false_positives_mse,4
cis_false_negatives_mse,5
cis_true_positives_ttc,534
cis_false_positives_ttc,17
cis_false_negatives_ttc,18
cis_amota,1963.7159590409588
cis_total_mse_violations_gt_av,715
cis_total_mse_violations_gt_non_av,6811
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7525
cis_total_ttc_violations_gt_av,10
cis_total_ttc_violations_gt_non_av,542
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,551
global_total_mse_violations_gt,46737
global_total_mse_violations_sensor,59401
global_total_ttc_violations_gt,17135
global_total_ttc_violations_sensor,21741
global_true_positives_mse,44332
global_false_positives_mse,15069
global_false_negatives_mse,2405
global_true_positives_ttc,14840
global_false_positives_ttc,6901
global_false_negatives_ttc,2295
global_amota,1038.1965403225438
global_total_mse_violations_gt_av,2005
global_total_mse_violations_gt_non_av,44732
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,59401
global_total_ttc_violations_gt_av,735
global_total_ttc_violations_gt_non_av,16400
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,21741
