Config,Runs,Global AMOTA (mean),Global AMOTA (std),CIS AMOTA (mean),CIS AMOTA (std),CAV AMOTA (mean),CAV AMOTA (std),Anomalies (mean),Anomalies (std),Total Anomalies
baseline,1,0.7183,0.0000,0.9940,0.0000,0.0000,0.0000,0.00,0.00,0
extrinsics_5deg,1,0.7019,0.0000,0.9933,0.0000,0.0000,0.0000,0.00,0.00,0
localization_50pct,1,0.6581,0.0000,0.9885,0.0000,0.9929,0.0000,0.00,0.00,0
mal_remove_50pct,1,0.6779,0.0000,0.9926,0.0000,0.0000,0.0000,0.00,0.00,0
mal_add_50pct,1,0.6592,0.0000,0.9840,0.0000,0.0000,0.0000,0.00,0.00,0
mal_convoy_50pct,1,0.7332,0.0000,0.9979,0.0000,0.0000,0.0000,0.00,0.00,0
