Metric,Value
config_name,localization_60pct
run_id,4
total_steps,2500
recorded_steps,2000
wall_time_seconds,45.98249268531799
avg_cav_amota,0.9904803314385902
avg_cis_amota,0.9916745042887174
avg_global_amota,0.5807403288036431
cav_total_mse_violations_gt,9731
cav_total_mse_violations_sensor,9728
cav_total_ttc_violations_gt,2634
cav_total_ttc_violations_sensor,2593
cav_true_positives_mse,9723
cav_false_positives_mse,5
cav_false_negatives_mse,8
cav_true_positives_ttc,2416
cav_false_positives_ttc,177
cav_false_negatives_ttc,218
cav_amota,3891.597222222221
cav_total_mse_violations_gt_av,1069
cav_total_mse_violations_gt_non_av,8662
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,9728
cav_total_ttc_violations_gt_av,210
cav_total_ttc_violations_gt_non_av,2424
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,2593
cis_total_mse_violations_gt,7299
cis_total_mse_violations_sensor,7300
cis_total_ttc_violations_gt,603
cis_total_ttc_violations_sensor,610
cis_true_positives_mse,7296
cis_false_positives_mse,4
cis_false_negatives_mse,3
cis_true_positives_ttc,594
cis_false_positives_ttc,16
cis_false_negatives_ttc,9
cis_amota,1953.5987734487733
cis_total_mse_violations_gt_av,1087
cis_total_mse_violations_gt_non_av,6212
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7300
cis_total_ttc_violations_gt_av,54
cis_total_ttc_violations_gt_non_av,549
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,610
global_total_mse_violations_gt,72355
global_total_mse_violations_sensor,94167
global_total_ttc_violations_gt,24053
global_total_ttc_violations_sensor,30458
global_true_positives_mse,69510
global_false_positives_mse,24657
global_false_negatives_mse,2845
global_true_positives_ttc,20455
global_false_positives_ttc,10003
global_false_negatives_ttc,3598
global_amota,1131.8629008383004
global_total_mse_violations_gt_av,6241
global_total_mse_violations_gt_non_av,66114
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,94167
global_total_ttc_violations_gt_av,1620
global_total_ttc_violations_gt_non_av,22433
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,30458
