Metric,Value
config_name,mal_add_50pct_trust
run_id,4
total_steps,7000
recorded_steps,5000
wall_time_seconds,422.5660254955292
avg_cav_amota,0.9936350320665841
avg_cis_amota,0.9906921588092628
avg_global_amota,0.5025084506418366
cav_total_mse_violations_gt,67161
cav_total_mse_violations_sensor,67146
cav_total_ttc_violations_gt,20322
cav_total_ttc_violations_sensor,16790
cav_true_positives_mse,67127
cav_false_positives_mse,19
cav_false_negatives_mse,34
cav_true_positives_ttc,14826
cav_false_positives_ttc,1964
cav_false_negatives_ttc,5496
cav_amota,24279.47200854698
cav_total_mse_violations_gt_av,9509
cav_total_mse_violations_gt_non_av,57652
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,67146
cav_total_ttc_violations_gt_av,3072
cav_total_ttc_violations_gt_non_av,17250
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,16790
cis_total_mse_violations_gt,25534
cis_total_mse_violations_sensor,25528
cis_total_ttc_violations_gt,1798
cis_total_ttc_violations_sensor,1795
cis_true_positives_mse,25512
cis_false_positives_mse,16
cis_false_negatives_mse,22
cis_true_positives_ttc,1770
cis_false_positives_ttc,25
cis_false_negatives_ttc,28
cis_amota,4940.581795981793
cis_total_mse_violations_gt_av,3116
cis_total_mse_violations_gt_non_av,22418
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25528
cis_total_ttc_violations_gt_av,218
cis_total_ttc_violations_gt_non_av,1580
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1795
global_total_mse_violations_gt,679567
global_total_mse_violations_sensor,833959
global_total_ttc_violations_gt,247029
global_total_ttc_violations_sensor,313675
global_true_positives_mse,666537
global_false_positives_mse,167422
global_false_negatives_mse,13030
global_true_positives_ttc,229187
global_false_positives_ttc,84488
global_false_negatives_ttc,17842
global_amota,2451.738730681521
global_total_mse_violations_gt_av,94551
global_total_mse_violations_gt_non_av,585016
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,833959
global_total_ttc_violations_gt_av,34067
global_total_ttc_violations_gt_non_av,212962
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,313675
