Metric,Value
config_name,mal_add_50pct_trust
run_id,2
total_steps,3500
recorded_steps,2500
wall_time_seconds,98.3720064163208
avg_cav_amota,0.9961340896161703
avg_cis_amota,0.9899016648307573
avg_global_amota,0.39216163388879244
cav_total_mse_violations_gt,11845
cav_total_mse_violations_sensor,11841
cav_total_ttc_violations_gt,5210
cav_total_ttc_violations_sensor,4938
cav_true_positives_mse,11839
cav_false_positives_mse,2
cav_false_negatives_mse,6
cav_true_positives_ttc,4390
cav_false_positives_ttc,548
cav_false_negatives_ttc,820
cav_amota,7087.494047619052
cav_total_mse_violations_gt_av,669
cav_total_mse_violations_gt_non_av,11176
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,11841
cav_total_ttc_violations_gt_av,500
cav_total_ttc_violations_gt_non_av,4710
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,4938
cis_total_mse_violations_gt,9012
cis_total_mse_violations_sensor,9012
cis_total_ttc_violations_gt,723
cis_total_ttc_violations_sensor,728
cis_true_positives_mse,9007
cis_false_positives_mse,5
cis_false_negatives_mse,5
cis_true_positives_ttc,711
cis_false_positives_ttc,17
cis_false_negatives_ttc,12
cis_amota,2443.077308802309
cis_total_mse_violations_gt_av,615
cis_total_mse_violations_gt_non_av,8397
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,9012
cis_total_ttc_violations_gt_av,111
cis_total_ttc_violations_gt_non_av,612
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,728
global_total_mse_violations_gt,166265
global_total_mse_violations_sensor,203710
global_total_ttc_violations_gt,68178
global_total_ttc_violations_sensor,87938
global_true_positives_mse,157426
global_false_positives_mse,46284
global_false_negatives_mse,8839
global_true_positives_ttc,61299
global_false_positives_ttc,26639
global_false_negatives_ttc,6879
global_amota,907.8541824525545
global_total_mse_violations_gt_av,10459
global_total_mse_violations_gt_non_av,155806
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,203710
global_total_ttc_violations_gt_av,4051
global_total_ttc_violations_gt_non_av,64127
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,87938
