Metric,Value
config_name,mal_convoy_50pct_notrust
run_id,10
total_steps,7000
recorded_steps,5000
wall_time_seconds,407.5114469528198
avg_cav_amota,0.9935966109377429
avg_cis_amota,0.9899388818854415
avg_global_amota,0.4614767288313819
cav_total_mse_violations_gt,67632
cav_total_mse_violations_sensor,67633
cav_total_ttc_violations_gt,20360
cav_total_ttc_violations_sensor,16952
cav_true_positives_mse,67607
cav_false_positives_mse,26
cav_false_negatives_mse,25
cav_true_positives_ttc,14372
cav_false_positives_ttc,2580
cav_false_negatives_ttc,5988
cav_amota,24798.184215784186
cav_total_mse_violations_gt_av,12636
cav_total_mse_violations_gt_non_av,54996
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,67633
cav_total_ttc_violations_gt_av,4192
cav_total_ttc_violations_gt_non_av,16168
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,16952
cis_total_mse_violations_gt,25024
cis_total_mse_violations_sensor,25011
cis_total_ttc_violations_gt,1891
cis_total_ttc_violations_sensor,1883
cis_true_positives_mse,25000
cis_false_positives_mse,11
cis_false_negatives_mse,24
cis_true_positives_ttc,1854
cis_false_positives_ttc,29
cis_false_negatives_ttc,37
cis_amota,4936.825203962697
cis_total_mse_violations_gt_av,2908
cis_total_mse_violations_gt_non_av,22116
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25011
cis_total_ttc_violations_gt_av,137
cis_total_ttc_violations_gt_non_av,1754
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1883
global_total_mse_violations_gt,672616
global_total_mse_violations_sensor,833810
global_total_ttc_violations_gt,235801
global_total_ttc_violations_sensor,315129
global_true_positives_mse,658715
global_false_positives_mse,175095
global_false_negatives_mse,13901
global_true_positives_ttc,219334
global_false_positives_ttc,95795
global_false_negatives_ttc,16467
global_amota,2265.389261833254
global_total_mse_violations_gt_av,102320
global_total_mse_violations_gt_non_av,570296
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,833810
global_total_ttc_violations_gt_av,36320
global_total_ttc_violations_gt_non_av,199481
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,315129
