Metric,Value
config_name,baseline_notrust
run_id,3
total_steps,7000
recorded_steps,5000
wall_time_seconds,573.7210612297058
avg_cav_amota,0.9936822417325248
avg_cis_amota,0.990329702381036
avg_global_amota,0.502889695766638
cav_total_mse_violations_gt,88349
cav_total_mse_violations_sensor,88333
cav_total_ttc_violations_gt,26014
cav_total_ttc_violations_sensor,22688
cav_true_positives_mse,88304
cav_false_positives_mse,29
cav_false_negatives_mse,45
cav_true_positives_ttc,20023
cav_false_positives_ttc,2665
cav_false_negatives_ttc,5991
cav_amota,30878.67566183821
cav_total_mse_violations_gt_av,13415
cav_total_mse_violations_gt_non_av,74934
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,88333
cav_total_ttc_violations_gt_av,3604
cav_total_ttc_violations_gt_non_av,22410
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,22688
cis_total_mse_violations_gt,25335
cis_total_mse_violations_sensor,25337
cis_total_ttc_violations_gt,1789
cis_total_ttc_violations_sensor,1800
cis_true_positives_mse,25316
cis_false_positives_mse,21
cis_false_negatives_mse,19
cis_true_positives_ttc,1762
cis_false_positives_ttc,38
cis_false_negatives_ttc,27
cis_amota,4938.774225774227
cis_total_mse_violations_gt_av,3642
cis_total_mse_violations_gt_non_av,21693
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25337
cis_total_ttc_violations_gt_av,136
cis_total_ttc_violations_gt_non_av,1653
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1800
global_total_mse_violations_gt,1028909
global_total_mse_violations_sensor,1228318
global_total_ttc_violations_gt,396167
global_total_ttc_violations_sensor,478017
global_true_positives_mse,1007759
global_false_positives_mse,220559
global_false_negatives_mse,21150
global_true_positives_ttc,366141
global_false_positives_ttc,111876
global_false_negatives_ttc,30026
global_amota,2489.303994044858
global_total_mse_violations_gt_av,148187
global_total_mse_violations_gt_non_av,880722
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1228318
global_total_ttc_violations_gt_av,56536
global_total_ttc_violations_gt_non_av,339631
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,478017
