Metric,Value
config_name,lag_1steps_trust
run_id,4
total_steps,7000
recorded_steps,5000
wall_time_seconds,393.7912132740021
avg_cav_amota,0.994421541064051
avg_cis_amota,0.9900111822375246
avg_global_amota,0.4149562720208487
cav_total_mse_violations_gt,52381
cav_total_mse_violations_sensor,52376
cav_total_ttc_violations_gt,19161
cav_total_ttc_violations_sensor,16129
cav_true_positives_mse,52361
cav_false_positives_mse,15
cav_false_negatives_mse,20
cav_true_positives_ttc,14177
cav_false_positives_ttc,1952
cav_false_negatives_ttc,4984
cav_amota,21613.752195027148
cav_total_mse_violations_gt_av,2653
cav_total_mse_violations_gt_non_av,49728
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,52376
cav_total_ttc_violations_gt_av,977
cav_total_ttc_violations_gt_non_av,18184
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,16129
cis_total_mse_violations_gt,25111
cis_total_mse_violations_sensor,25103
cis_total_ttc_violations_gt,1752
cis_total_ttc_violations_sensor,1748
cis_true_positives_mse,25093
cis_false_positives_mse,10
cis_false_negatives_mse,18
cis_true_positives_ttc,1717
cis_false_positives_ttc,31
cis_false_negatives_ttc,35
cis_amota,4938.1757770007725
cis_total_mse_violations_gt_av,1671
cis_total_mse_violations_gt_non_av,23440
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25103
cis_total_ttc_violations_gt_av,170
cis_total_ttc_violations_gt_non_av,1582
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1748
global_total_mse_violations_gt,629651
global_total_mse_violations_sensor,762336
global_total_ttc_violations_gt,259051
global_total_ttc_violations_sensor,320066
global_true_positives_mse,610258
global_false_positives_mse,152078
global_false_negatives_mse,19393
global_true_positives_ttc,236232
global_false_positives_ttc,83834
global_false_negatives_ttc,22819
global_amota,2030.7959952700337
global_total_mse_violations_gt_av,38224
global_total_mse_violations_gt_non_av,591427
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,762336
global_total_ttc_violations_gt_av,16211
global_total_ttc_violations_gt_non_av,242840
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,320066
