Metric,Value
config_name,lag_1steps_trust
run_id,5
total_steps,7000
recorded_steps,5000
wall_time_seconds,619.6742517948151
avg_cav_amota,0.9943560254412993
avg_cis_amota,0.9910046946792485
avg_global_amota,0.398098437017373
cav_total_mse_violations_gt,77417
cav_total_mse_violations_sensor,77399
cav_total_ttc_violations_gt,25937
cav_total_ttc_violations_sensor,20907
cav_true_positives_mse,77378
cav_false_positives_mse,21
cav_false_negatives_mse,39
cav_true_positives_ttc,18256
cav_false_positives_ttc,2651
cav_false_negatives_ttc,7681
cav_amota,31728.90641580642
cav_total_mse_violations_gt_av,8407
cav_total_mse_violations_gt_non_av,69010
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,77399
cav_total_ttc_violations_gt_av,2192
cav_total_ttc_violations_gt_non_av,23745
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,20907
cis_total_mse_violations_gt,25302
cis_total_mse_violations_sensor,25310
cis_total_ttc_violations_gt,1796
cis_total_ttc_violations_sensor,1791
cis_true_positives_mse,25287
cis_false_positives_mse,23
cis_false_negatives_mse,15
cis_true_positives_ttc,1759
cis_false_positives_ttc,32
cis_false_negatives_ttc,37
cis_amota,4942.140412365412
cis_total_mse_violations_gt_av,2686
cis_total_mse_violations_gt_non_av,22616
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25310
cis_total_ttc_violations_gt_av,182
cis_total_ttc_violations_gt_non_av,1614
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1791
global_total_mse_violations_gt,1066234
global_total_mse_violations_sensor,1278081
global_total_ttc_violations_gt,409886
global_total_ttc_violations_sensor,513926
global_true_positives_mse,1039495
global_false_positives_mse,238586
global_false_negatives_mse,26739
global_true_positives_ttc,381497
global_false_positives_ttc,132429
global_false_negatives_ttc,28389
global_amota,1930.3793210972417
global_total_mse_violations_gt_av,117507
global_total_mse_violations_gt_non_av,948727
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1278081
global_total_ttc_violations_gt_av,41838
global_total_ttc_violations_gt_non_av,368048
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,513926
