Metric,Value
config_name,extrinsics_7pct
run_id,9
total_steps,7000
recorded_steps,5000
wall_time_seconds,284.63139605522156
avg_cav_amota,0.9909969806083336
avg_cis_amota,0.990393602723261
avg_global_amota,0.5049357247564437
cav_total_mse_violations_gt,51833
cav_total_mse_violations_sensor,51828
cav_total_ttc_violations_gt,13942
cav_total_ttc_violations_sensor,12136
cav_true_positives_mse,51809
cav_false_positives_mse,19
cav_false_negatives_mse,24
cav_true_positives_ttc,10891
cav_false_positives_ttc,1245
cav_false_negatives_ttc,3051
cav_amota,19009.304082029055
cis_total_mse_violations_gt,24930
cis_total_mse_violations_sensor,24936
cis_total_ttc_violations_gt,1827
cis_total_ttc_violations_sensor,1818
cis_true_positives_mse,24915
cis_false_positives_mse,21
cis_false_negatives_mse,15
cis_true_positives_ttc,1789
cis_false_positives_ttc,29
cis_false_negatives_ttc,38
cis_amota,4942.064077589072
global_total_mse_violations_gt,470728
global_total_mse_violations_sensor,574596
global_total_ttc_violations_gt,187040
global_total_ttc_violations_sensor,232817
global_true_positives_mse,458763
global_false_positives_mse,115833
global_false_negatives_mse,11965
global_true_positives_ttc,171909
global_false_positives_ttc,60908
global_false_negatives_ttc,15131
global_amota,2481.254151453164
