Metric,Value
config_name,mal_add_7pct
run_id,1
total_steps,500
recorded_steps,300
wall_time_seconds,2.5690295696258545
avg_cav_amota,1.0
avg_cis_amota,0.9965333333333333
avg_global_amota,0.6054488072031932
cav_total_mse_violations_gt,2
cav_total_mse_violations_sensor,2
cav_total_ttc_violations_gt,0
cav_total_ttc_violations_sensor,0
cav_true_positives_mse,2
cav_false_positives_mse,0
cav_false_negatives_mse,0
cav_true_positives_ttc,0
cav_false_positives_ttc,0
cav_false_negatives_ttc,0
cav_amota,2.0
cav_total_mse_violations_gt_av,0
cav_total_mse_violations_gt_non_av,2
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,2
cav_total_ttc_violations_gt_av,0
cav_total_ttc_violations_gt_non_av,0
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,0
cis_total_mse_violations_gt,480
cis_total_mse_violations_sensor,480
cis_total_ttc_violations_gt,68
cis_total_ttc_violations_sensor,67
cis_true_positives_mse,480
cis_false_positives_mse,0
cis_false_negatives_mse,0
cis_true_positives_ttc,67
cis_false_positives_ttc,0
cis_false_negatives_ttc,1
cis_amota,249.13333333333333
cis_total_mse_violations_gt_av,0
cis_total_mse_violations_gt_non_av,480
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,480
cis_total_ttc_violations_gt_av,0
cis_total_ttc_violations_gt_non_av,68
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,67
global_total_mse_violations_gt,685
global_total_mse_violations_sensor,866
global_total_ttc_violations_gt,316
global_total_ttc_violations_sensor,395
global_true_positives_mse,563
global_false_positives_mse,303
global_false_negatives_mse,122
global_true_positives_ttc,228
global_false_positives_ttc,167
global_false_negatives_ttc,88
global_amota,103.53174603174602
global_total_mse_violations_gt_av,0
global_total_mse_violations_gt_non_av,685
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,866
global_total_ttc_violations_gt_av,0
global_total_ttc_violations_gt_non_av,316
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,395
