Metric,Value
config_name,localization_50pct_trust
run_id,5
total_steps,2500
recorded_steps,2000
wall_time_seconds,68.02691721916199
avg_cav_amota,0.9884152386597366
avg_cis_amota,0.9918070885616523
avg_global_amota,0.6007777166746313
cav_total_mse_violations_gt,14007
cav_total_mse_violations_sensor,14009
cav_total_ttc_violations_gt,2605
cav_total_ttc_violations_sensor,2587
cav_true_positives_mse,14000
cav_false_positives_mse,9
cav_false_negatives_mse,7
cav_true_positives_ttc,2304
cav_false_positives_ttc,283
cav_false_negatives_ttc,301
cav_amota,4446.880158730155
cav_total_mse_violations_gt_av,2350
cav_total_mse_violations_gt_non_av,11657
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,14009
cav_total_ttc_violations_gt_av,162
cav_total_ttc_violations_gt_non_av,2443
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,2587
cis_total_mse_violations_gt,7520
cis_total_mse_violations_sensor,7522
cis_total_ttc_violations_gt,581
cis_total_ttc_violations_sensor,577
cis_true_positives_mse,7520
cis_false_positives_mse,2
cis_false_negatives_mse,0
cis_true_positives_ttc,564
cis_false_positives_ttc,13
cis_false_negatives_ttc,17
cis_amota,1955.8435786435784
cis_total_mse_violations_gt_av,1343
cis_total_mse_violations_gt_non_av,6177
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7522
cis_total_ttc_violations_gt_av,65
cis_total_ttc_violations_gt_non_av,516
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,577
global_total_mse_violations_gt,104240
global_total_mse_violations_sensor,129034
global_total_ttc_violations_gt,34092
global_total_ttc_violations_sensor,42402
global_true_positives_mse,101612
global_false_positives_mse,27422
global_false_negatives_mse,2628
global_true_positives_ttc,30291
global_false_positives_ttc,12111
global_false_negatives_ttc,3801
global_amota,1125.2566633315844
global_total_mse_violations_gt_av,17815
global_total_mse_violations_gt_non_av,86425
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,129034
global_total_ttc_violations_gt_av,4170
global_total_ttc_violations_gt_non_av,29922
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,42402
