Metric,Value
config_name,mal_convoy_80pct_notrust
run_id,1
total_steps,7000
recorded_steps,5000
wall_time_seconds,510.77369499206543
avg_cav_amota,0.9940541680835129
avg_cis_amota,0.9895629079607416
avg_global_amota,0.47084505687810185
cav_total_mse_violations_gt,71149
cav_total_mse_violations_sensor,71149
cav_total_ttc_violations_gt,22107
cav_total_ttc_violations_sensor,18991
cav_true_positives_mse,71125
cav_false_positives_mse,24
cav_false_negatives_mse,24
cav_true_positives_ttc,16714
cav_false_positives_ttc,2277
cav_false_negatives_ttc,5393
cav_amota,26319.57220834717
cav_total_mse_violations_gt_av,5207
cav_total_mse_violations_gt_non_av,65942
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,71149
cav_total_ttc_violations_gt_av,1418
cav_total_ttc_violations_gt_non_av,20689
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,18991
cis_total_mse_violations_gt,24953
cis_total_mse_violations_sensor,24944
cis_total_ttc_violations_gt,1804
cis_total_ttc_violations_sensor,1818
cis_true_positives_mse,24935
cis_false_positives_mse,9
cis_false_negatives_mse,18
cis_true_positives_ttc,1776
cis_false_positives_ttc,42
cis_false_negatives_ttc,28
cis_amota,4934.950222000219
cis_total_mse_violations_gt_av,3198
cis_total_mse_violations_gt_non_av,21755
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24944
cis_total_ttc_violations_gt_av,285
cis_total_ttc_violations_gt_non_av,1519
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1818
global_total_mse_violations_gt,828240
global_total_mse_violations_sensor,984772
global_total_ttc_violations_gt,310068
global_total_ttc_violations_sensor,375708
global_true_positives_mse,808294
global_false_positives_mse,176478
global_false_negatives_mse,19946
global_true_positives_ttc,286311
global_false_positives_ttc,89397
global_false_negatives_ttc,23757
global_amota,2312.3200743283583
global_total_mse_violations_gt_av,69085
global_total_mse_violations_gt_non_av,759155
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,984772
global_total_ttc_violations_gt_av,28256
global_total_ttc_violations_gt_non_av,281812
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,375708
