Metric,Value
config_name,high_miss_50pct_trust
run_id,9
total_steps,7000
recorded_steps,5000
wall_time_seconds,443.91725635528564
avg_cav_amota,0.9947469886709026
avg_cis_amota,0.9905795464025267
avg_global_amota,0.3894186847381627
cav_total_mse_violations_gt,54357
cav_total_mse_violations_sensor,54338
cav_total_ttc_violations_gt,21831
cav_total_ttc_violations_sensor,17480
cav_true_positives_mse,54313
cav_false_positives_mse,25
cav_false_negatives_mse,44
cav_true_positives_ttc,15237
cav_false_positives_ttc,2243
cav_false_negatives_ttc,6594
cav_amota,24630.93018648022
cav_total_mse_violations_gt_av,4558
cav_total_mse_violations_gt_non_av,49799
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,54338
cav_total_ttc_violations_gt_av,2080
cav_total_ttc_violations_gt_non_av,19751
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,17480
cis_total_mse_violations_gt,25715
cis_total_mse_violations_sensor,25711
cis_total_ttc_violations_gt,1853
cis_total_ttc_violations_sensor,1853
cis_true_positives_mse,25700
cis_false_positives_mse,11
cis_false_negatives_mse,15
cis_true_positives_ttc,1822
cis_false_positives_ttc,31
cis_false_negatives_ttc,31
cis_amota,4943.98251609501
cis_total_mse_violations_gt_av,1732
cis_total_mse_violations_gt_non_av,23983
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25711
cis_total_ttc_violations_gt_av,160
cis_total_ttc_violations_gt_non_av,1693
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1853
global_total_mse_violations_gt,678761
global_total_mse_violations_sensor,823128
global_total_ttc_violations_gt,268664
global_total_ttc_violations_sensor,339153
global_true_positives_mse,657613
global_false_positives_mse,165515
global_false_negatives_mse,21148
global_true_positives_ttc,245621
global_false_positives_ttc,93532
global_false_negatives_ttc,23043
global_amota,1915.1610915422843
global_total_mse_violations_gt_av,56125
global_total_mse_violations_gt_non_av,622636
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,823128
global_total_ttc_violations_gt_av,23438
global_total_ttc_violations_gt_non_av,245226
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,339153
