Metric,Value
config_name,baseline
run_id,8
total_steps,2500
recorded_steps,2000
wall_time_seconds,47.88184094429016
avg_cav_amota,0.9887842465753427
avg_cis_amota,0.9926417302749112
avg_global_amota,0.5457689121237963
cav_total_mse_violations_gt,7324
cav_total_mse_violations_sensor,7325
cav_total_ttc_violations_gt,1732
cav_total_ttc_violations_sensor,1994
cav_true_positives_mse,7317
cav_false_positives_mse,8
cav_false_negatives_mse,7
cav_true_positives_ttc,1678
cav_false_positives_ttc,316
cav_false_negatives_ttc,54
cav_amota,2309.8000000000006
cav_total_mse_violations_gt_av,1610
cav_total_mse_violations_gt_non_av,5714
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,7325
cav_total_ttc_violations_gt_av,161
cav_total_ttc_violations_gt_non_av,1571
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,1994
cis_total_mse_violations_gt,7532
cis_total_mse_violations_sensor,7538
cis_total_ttc_violations_gt,621
cis_total_ttc_violations_sensor,611
cis_true_positives_mse,7529
cis_false_positives_mse,9
cis_false_negatives_mse,3
cis_true_positives_ttc,602
cis_false_positives_ttc,9
cis_false_negatives_ttc,19
cis_amota,1956.49685037185
cis_total_mse_violations_gt_av,614
cis_total_mse_violations_gt_non_av,6918
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7538
cis_total_ttc_violations_gt_av,81
cis_total_ttc_violations_gt_non_av,540
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,611
global_total_mse_violations_gt,42798
global_total_mse_violations_sensor,55815
global_total_ttc_violations_gt,16681
global_total_ttc_violations_sensor,22938
global_true_positives_mse,41884
global_false_positives_mse,13931
global_false_negatives_mse,914
global_true_positives_ttc,15413
global_false_positives_ttc,7525
global_false_negatives_ttc,1268
global_amota,990.0248065925665
global_total_mse_violations_gt_av,6741
global_total_mse_violations_gt_non_av,36057
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,55815
global_total_ttc_violations_gt_av,1953
global_total_ttc_violations_gt_non_av,14728
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,22938
