Metric,Value
config_name,high_miss_10pct_notrust
run_id,3
total_steps,7000
recorded_steps,5000
wall_time_seconds,436.68033814430237
avg_cav_amota,0.9946619234561136
avg_cis_amota,0.9905978181745185
avg_global_amota,0.42210495929087766
cav_total_mse_violations_gt,61354
cav_total_mse_violations_sensor,61347
cav_total_ttc_violations_gt,22551
cav_total_ttc_violations_sensor,18266
cav_true_positives_mse,61337
cav_false_positives_mse,10
cav_false_negatives_mse,17
cav_true_positives_ttc,16100
cav_false_positives_ttc,2166
cav_false_negatives_ttc,6451
cav_amota,25546.896842046823
cav_total_mse_violations_gt_av,3532
cav_total_mse_violations_gt_non_av,57822
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,61347
cav_total_ttc_violations_gt_av,1223
cav_total_ttc_violations_gt_non_av,21328
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,18266
cis_total_mse_violations_gt,24979
cis_total_mse_violations_sensor,24974
cis_total_ttc_violations_gt,1811
cis_total_ttc_violations_sensor,1832
cis_true_positives_mse,24963
cis_false_positives_mse,11
cis_false_negatives_mse,16
cis_true_positives_ttc,1785
cis_false_positives_ttc,47
cis_false_negatives_ttc,26
cis_amota,4940.111319236324
cis_total_mse_violations_gt_av,2192
cis_total_mse_violations_gt_non_av,22787
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24974
cis_total_ttc_violations_gt_av,183
cis_total_ttc_violations_gt_non_av,1628
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1832
global_total_mse_violations_gt,732431
global_total_mse_violations_sensor,872477
global_total_ttc_violations_gt,286783
global_total_ttc_violations_sensor,346760
global_true_positives_mse,709267
global_false_positives_mse,163210
global_false_negatives_mse,23164
global_true_positives_ttc,260694
global_false_positives_ttc,86066
global_false_negatives_ttc,26089
global_amota,2051.0079971943746
global_total_mse_violations_gt_av,45976
global_total_mse_violations_gt_non_av,686455
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,872477
global_total_ttc_violations_gt_av,18798
global_total_ttc_violations_gt_non_av,267985
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,346760
