Metric,Value
config_name,mal_add_50pct_notrust
run_id,5
total_steps,7000
recorded_steps,5000
wall_time_seconds,386.93950724601746
avg_cav_amota,0.9899764069470658
avg_cis_amota,0.9901935461554693
avg_global_amota,0.5015172827489272
cav_total_mse_violations_gt,61660
cav_total_mse_violations_sensor,61652
cav_total_ttc_violations_gt,18129
cav_total_ttc_violations_sensor,16085
cav_true_positives_mse,61630
cav_false_positives_mse,22
cav_false_negatives_mse,30
cav_true_positives_ttc,14820
cav_false_positives_ttc,1265
cav_false_negatives_ttc,3309
cav_amota,22606.11125263625
cav_total_mse_violations_gt_av,4022
cav_total_mse_violations_gt_non_av,57638
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,61652
cav_total_ttc_violations_gt_av,1000
cav_total_ttc_violations_gt_non_av,17129
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,16085
cis_total_mse_violations_gt,24908
cis_total_mse_violations_sensor,24915
cis_total_ttc_violations_gt,1805
cis_total_ttc_violations_sensor,1803
cis_true_positives_mse,24899
cis_false_positives_mse,16
cis_false_negatives_mse,9
cis_true_positives_ttc,1768
cis_false_positives_ttc,35
cis_false_negatives_ttc,37
cis_amota,4941.065795315792
cis_total_mse_violations_gt_av,2603
cis_total_mse_violations_gt_non_av,22305
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24915
cis_total_ttc_violations_gt_av,138
cis_total_ttc_violations_gt_non_av,1667
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1803
global_total_mse_violations_gt,728163
global_total_mse_violations_sensor,878444
global_total_ttc_violations_gt,271310
global_total_ttc_violations_sensor,338198
global_true_positives_mse,711322
global_false_positives_mse,167122
global_false_negatives_mse,16841
global_true_positives_ttc,249967
global_false_positives_ttc,88231
global_false_negatives_ttc,21343
global_amota,2444.89675340102
global_total_mse_violations_gt_av,55768
global_total_mse_violations_gt_non_av,672395
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,878444
global_total_ttc_violations_gt_av,22009
global_total_ttc_violations_gt_non_av,249301
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,338198
