Metric,Value
config_name,extrinsics_3deg
run_id,7
total_steps,2500
recorded_steps,2000
wall_time_seconds,53.31704831123352
avg_cav_amota,0.9905478750591842
avg_cis_amota,0.9918849142158751
avg_global_amota,0.5084514206100108
cav_total_mse_violations_gt,9658
cav_total_mse_violations_sensor,9656
cav_total_ttc_violations_gt,2638
cav_total_ttc_violations_sensor,2595
cav_true_positives_mse,9652
cav_false_positives_mse,4
cav_false_negatives_mse,6
cav_true_positives_ttc,2386
cav_false_positives_ttc,209
cav_false_negatives_ttc,252
cav_amota,3678.8948079698102
cav_total_mse_violations_gt_av,506
cav_total_mse_violations_gt_non_av,9152
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,9656
cav_total_ttc_violations_gt_av,164
cav_total_ttc_violations_gt_non_av,2474
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,2595
cis_total_mse_violations_gt,7427
cis_total_mse_violations_sensor,7426
cis_total_ttc_violations_gt,607
cis_total_ttc_violations_sensor,607
cis_true_positives_mse,7424
cis_false_positives_mse,2
cis_false_negatives_mse,3
cis_true_positives_ttc,592
cis_false_positives_ttc,15
cis_false_negatives_ttc,15
cis_amota,1951.0376262626264
cis_total_mse_violations_gt_av,631
cis_total_mse_violations_gt_non_av,6796
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7426
cis_total_ttc_violations_gt_av,68
cis_total_ttc_violations_gt_non_av,539
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,607
global_total_mse_violations_gt,74392
global_total_mse_violations_sensor,93236
global_total_ttc_violations_gt,30327
global_total_ttc_violations_sensor,38789
global_true_positives_mse,71075
global_false_positives_mse,22161
global_false_negatives_mse,3317
global_true_positives_ttc,27362
global_false_positives_ttc,11427
global_false_negatives_ttc,2965
global_amota,929.4491968750997
global_total_mse_violations_gt_av,4952
global_total_mse_violations_gt_non_av,69440
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,93236
global_total_ttc_violations_gt_av,1956
global_total_ttc_violations_gt_non_av,28371
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,38789
