Metric,Value
config_name,high_miss_30pct_notrust
run_id,10
total_steps,7000
recorded_steps,5000
wall_time_seconds,476.91087317466736
avg_cav_amota,0.9946741953056162
avg_cis_amota,0.9914193121507754
avg_global_amota,0.43436553855206866
cav_total_mse_violations_gt,66769
cav_total_mse_violations_sensor,66757
cav_total_ttc_violations_gt,23096
cav_total_ttc_violations_sensor,19406
cav_true_positives_mse,66736
cav_false_positives_mse,21
cav_false_negatives_mse,33
cav_true_positives_ttc,17401
cav_false_positives_ttc,2005
cav_false_negatives_ttc,5695
cav_amota,28473.543514818568
cav_total_mse_violations_gt_av,13588
cav_total_mse_violations_gt_non_av,53181
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,66757
cav_total_ttc_violations_gt_av,4328
cav_total_ttc_violations_gt_non_av,18768
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,19406
cis_total_mse_violations_gt,24594
cis_total_mse_violations_sensor,24572
cis_total_ttc_violations_gt,1820
cis_total_ttc_violations_sensor,1840
cis_true_positives_mse,24563
cis_false_positives_mse,9
cis_false_negatives_mse,31
cis_true_positives_ttc,1794
cis_false_positives_ttc,46
cis_false_negatives_ttc,26
cis_amota,4947.182367632369
cis_total_mse_violations_gt_av,2505
cis_total_mse_violations_gt_non_av,22089
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24572
cis_total_ttc_violations_gt_av,237
cis_total_ttc_violations_gt_non_av,1583
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1840
global_total_mse_violations_gt,856059
global_total_mse_violations_sensor,1042490
global_total_ttc_violations_gt,330447
global_total_ttc_violations_sensor,427746
global_true_positives_mse,834914
global_false_positives_mse,207576
global_false_negatives_mse,21145
global_true_positives_ttc,308743
global_false_positives_ttc,119003
global_false_negatives_ttc,21704
global_amota,2144.462663831563
global_total_mse_violations_gt_av,140781
global_total_mse_violations_gt_non_av,715278
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1042490
global_total_ttc_violations_gt_av,50018
global_total_ttc_violations_gt_non_av,280429
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,427746
