Metric,Value
config_name,extrinsics_2deg
run_id,7
total_steps,2500
recorded_steps,2000
wall_time_seconds,28.78132438659668
avg_cav_amota,0.9986404747639018
avg_cis_amota,0.9906241638737833
avg_global_amota,0.42235684667309814
cav_total_mse_violations_gt,2521
cav_total_mse_violations_sensor,2521
cav_total_ttc_violations_gt,1090
cav_total_ttc_violations_sensor,977
cav_true_positives_mse,2521
cav_false_positives_mse,0
cav_false_negatives_mse,0
cav_true_positives_ttc,832
cav_false_positives_ttc,145
cav_false_negatives_ttc,258
cav_amota,1666.7309523809522
cav_total_mse_violations_gt_av,0
cav_total_mse_violations_gt_non_av,2521
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,2521
cav_total_ttc_violations_gt_av,0
cav_total_ttc_violations_gt_non_av,1090
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,977
cis_total_mse_violations_gt,7416
cis_total_mse_violations_sensor,7417
cis_total_ttc_violations_gt,611
cis_total_ttc_violations_sensor,607
cis_true_positives_mse,7415
cis_false_positives_mse,2
cis_false_negatives_mse,1
cis_true_positives_ttc,593
cis_false_positives_ttc,14
cis_false_negatives_ttc,18
cis_amota,1952.5202269952267
cis_total_mse_violations_gt_av,42
cis_total_mse_violations_gt_non_av,7374
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7417
cis_total_ttc_violations_gt_av,25
cis_total_ttc_violations_gt_non_av,586
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,607
global_total_mse_violations_gt,28737
global_total_mse_violations_sensor,36032
global_total_ttc_violations_gt,12938
global_total_ttc_violations_sensor,16076
global_true_positives_mse,26786
global_false_positives_mse,9246
global_false_negatives_mse,1951
global_true_positives_ttc,11145
global_false_positives_ttc,4931
global_false_negatives_ttc,1793
global_amota,745.0374775313451
global_total_mse_violations_gt_av,271
global_total_mse_violations_gt_non_av,28466
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,36032
global_total_ttc_violations_gt_av,110
global_total_ttc_violations_gt_non_av,12828
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,16076
