Metric,Value
config_name,baseline
run_id,4
total_steps,2500
recorded_steps,2000
wall_time_seconds,53.09009861946106
avg_cav_amota,0.9936098342980366
avg_cis_amota,0.9916074149314373
avg_global_amota,0.5495218108510276
cav_total_mse_violations_gt,10575
cav_total_mse_violations_sensor,10578
cav_total_ttc_violations_gt,2601
cav_total_ttc_violations_sensor,2526
cav_true_positives_mse,10567
cav_false_positives_mse,11
cav_false_negatives_mse,8
cav_true_positives_ttc,2166
cav_false_positives_ttc,360
cav_false_negatives_ttc,435
cav_amota,5305.876515151515
cav_total_mse_violations_gt_av,633
cav_total_mse_violations_gt_non_av,9942
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,10578
cav_total_ttc_violations_gt_av,123
cav_total_ttc_violations_gt_non_av,2478
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,2526
cis_total_mse_violations_gt,7481
cis_total_mse_violations_sensor,7482
cis_total_ttc_violations_gt,573
cis_total_ttc_violations_sensor,575
cis_true_positives_mse,7478
cis_false_positives_mse,4
cis_false_negatives_mse,3
cis_true_positives_ttc,566
cis_false_positives_ttc,9
cis_false_negatives_ttc,7
cis_amota,1952.4750000000001
cis_total_mse_violations_gt_av,1116
cis_total_mse_violations_gt_non_av,6365
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7482
cis_total_ttc_violations_gt_av,88
cis_total_ttc_violations_gt_non_av,485
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,575
global_total_mse_violations_gt,126989
global_total_mse_violations_sensor,158710
global_total_ttc_violations_gt,44432
global_total_ttc_violations_sensor,58482
global_true_positives_mse,123184
global_false_positives_mse,35526
global_false_negatives_mse,3805
global_true_positives_ttc,40302
global_false_positives_ttc,18180
global_false_negatives_ttc,4130
global_amota,1089.1522291067367
global_total_mse_violations_gt_av,12976
global_total_mse_violations_gt_non_av,114013
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,158710
global_total_ttc_violations_gt_av,4029
global_total_ttc_violations_gt_non_av,40403
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,58482
