Metric,Value
config_name,lag_5steps_notrust
run_id,10
total_steps,7000
recorded_steps,5000
wall_time_seconds,466.1532144546509
avg_cav_amota,0.9953129532094803
avg_cis_amota,0.9906835115452349
avg_global_amota,0.4121000895254192
cav_total_mse_violations_gt,68201
cav_total_mse_violations_sensor,68194
cav_total_ttc_violations_gt,26963
cav_total_ttc_violations_sensor,21574
cav_true_positives_mse,68180
cav_false_positives_mse,14
cav_false_negatives_mse,21
cav_true_positives_ttc,18225
cav_false_positives_ttc,3349
cav_false_negatives_ttc,8738
cav_amota,31796.26760323006
cav_total_mse_violations_gt_av,6460
cav_total_mse_violations_gt_non_av,61741
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,68194
cav_total_ttc_violations_gt_av,3433
cav_total_ttc_violations_gt_non_av,23530
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,21574
cis_total_mse_violations_gt,25560
cis_total_mse_violations_sensor,25547
cis_total_ttc_violations_gt,1825
cis_total_ttc_violations_sensor,1827
cis_true_positives_mse,25532
cis_false_positives_mse,15
cis_false_negatives_mse,28
cis_true_positives_ttc,1793
cis_false_positives_ttc,34
cis_false_negatives_ttc,32
cis_amota,4943.510722610722
cis_total_mse_violations_gt_av,2378
cis_total_mse_violations_gt_non_av,23182
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25547
cis_total_ttc_violations_gt_av,178
cis_total_ttc_violations_gt_non_av,1647
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1827
global_total_mse_violations_gt,953989
global_total_mse_violations_sensor,1141790
global_total_ttc_violations_gt,375095
global_total_ttc_violations_sensor,470954
global_true_positives_mse,928127
global_false_positives_mse,213663
global_false_negatives_mse,25862
global_true_positives_ttc,347679
global_false_positives_ttc,123275
global_false_negatives_ttc,27416
global_amota,2056.7915468213673
global_total_mse_violations_gt_av,84998
global_total_mse_violations_gt_non_av,868991
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1141790
global_total_ttc_violations_gt_av,39307
global_total_ttc_violations_gt_non_av,335788
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,470954
