Metric,Value
config_name,baseline
run_id,5
total_steps,2500
recorded_steps,2000
wall_time_seconds,36.24852776527405
avg_cav_amota,0.9960889570552147
avg_cis_amota,0.9889406384095305
avg_global_amota,0.3788230344561807
cav_total_mse_violations_gt,4699
cav_total_mse_violations_sensor,4698
cav_total_ttc_violations_gt,1885
cav_total_ttc_violations_sensor,1652
cav_true_positives_mse,4697
cav_false_positives_mse,1
cav_false_negatives_mse,2
cav_true_positives_ttc,1307
cav_false_positives_ttc,345
cav_false_negatives_ttc,578
cav_amota,3247.25
cav_total_mse_violations_gt_av,67
cav_total_mse_violations_gt_non_av,4632
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,4698
cav_total_ttc_violations_gt_av,67
cav_total_ttc_violations_gt_non_av,1818
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,1652
cis_total_mse_violations_gt,7446
cis_total_mse_violations_sensor,7444
cis_total_ttc_violations_gt,547
cis_total_ttc_violations_sensor,547
cis_true_positives_mse,7442
cis_false_positives_mse,2
cis_false_negatives_mse,4
cis_true_positives_ttc,534
cis_false_positives_ttc,13
cis_false_negatives_ttc,13
cis_amota,1955.1356421356418
cis_total_mse_violations_gt_av,136
cis_total_mse_violations_gt_non_av,7310
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7444
cis_total_ttc_violations_gt_av,15
cis_total_ttc_violations_gt_non_av,532
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,547
global_total_mse_violations_gt,51559
global_total_mse_violations_sensor,63067
global_total_ttc_violations_gt,20905
global_total_ttc_violations_sensor,25839
global_true_positives_mse,47719
global_false_positives_mse,15348
global_false_negatives_mse,3840
global_true_positives_ttc,17545
global_false_positives_ttc,8294
global_false_negatives_ttc,3360
global_amota,683.39675415895
global_total_mse_violations_gt_av,494
global_total_mse_violations_gt_non_av,51065
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,63067
global_total_ttc_violations_gt_av,168
global_total_ttc_violations_gt_non_av,20737
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,25839
