Metric,Value
config_name,baseline
run_id,10
total_steps,2500
recorded_steps,2000
wall_time_seconds,53.662808418273926
avg_cav_amota,0.9896146665870952
avg_cis_amota,0.9893289496698587
avg_global_amota,0.5890171964191854
cav_total_mse_violations_gt,10867
cav_total_mse_violations_sensor,10868
cav_total_ttc_violations_gt,2620
cav_total_ttc_violations_sensor,2513
cav_true_positives_mse,10861
cav_false_positives_mse,7
cav_false_negatives_mse,6
cav_true_positives_ttc,2217
cav_false_positives_ttc,296
cav_false_negatives_ttc,403
cav_amota,4666.033152958154
cav_total_mse_violations_gt_av,992
cav_total_mse_violations_gt_non_av,9875
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,10868
cav_total_ttc_violations_gt_av,217
cav_total_ttc_violations_gt_non_av,2403
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,2513
cis_total_mse_violations_gt,7466
cis_total_mse_violations_sensor,7467
cis_total_ttc_violations_gt,601
cis_total_ttc_violations_sensor,601
cis_true_positives_mse,7464
cis_false_positives_mse,3
cis_false_negatives_mse,2
cis_true_positives_ttc,587
cis_false_positives_ttc,14
cis_false_negatives_ttc,14
cis_amota,1958.8713203463203
cis_total_mse_violations_gt_av,1192
cis_total_mse_violations_gt_non_av,6274
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7467
cis_total_ttc_violations_gt_av,77
cis_total_ttc_violations_gt_non_av,524
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,601
global_total_mse_violations_gt,108131
global_total_mse_violations_sensor,135457
global_total_ttc_violations_gt,39851
global_total_ttc_violations_sensor,50388
global_true_positives_mse,104532
global_false_positives_mse,30925
global_false_negatives_mse,3599
global_true_positives_ttc,35631
global_false_positives_ttc,14757
global_false_negatives_ttc,4220
global_amota,1170.9661864813406
global_total_mse_violations_gt_av,12931
global_total_mse_violations_gt_non_av,95200
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,135457
global_total_ttc_violations_gt_av,5038
global_total_ttc_violations_gt_non_av,34813
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,50388
