Metric,Value
config_name,mal_remove_50pct_notrust
run_id,10
total_steps,7000
recorded_steps,5000
wall_time_seconds,525.5833384990692
avg_cav_amota,0.9934213462822644
avg_cis_amota,0.9903036795657606
avg_global_amota,0.4990743384508634
cav_total_mse_violations_gt,77605
cav_total_mse_violations_sensor,77581
cav_total_ttc_violations_gt,23873
cav_total_ttc_violations_sensor,20723
cav_true_positives_mse,77557
cav_false_positives_mse,24
cav_false_negatives_mse,48
cav_true_positives_ttc,18474
cav_false_positives_ttc,2249
cav_false_negatives_ttc,5399
cav_amota,30800.035420135326
cav_total_mse_violations_gt_av,8853
cav_total_mse_violations_gt_non_av,68752
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,77581
cav_total_ttc_violations_gt_av,2299
cav_total_ttc_violations_gt_non_av,21574
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,20723
cis_total_mse_violations_gt,25256
cis_total_mse_violations_sensor,25254
cis_total_ttc_violations_gt,1858
cis_total_ttc_violations_sensor,1854
cis_true_positives_mse,25240
cis_false_positives_mse,14
cis_false_negatives_mse,16
cis_true_positives_ttc,1820
cis_false_positives_ttc,34
cis_false_negatives_ttc,38
cis_amota,4938.644449994448
cis_total_mse_violations_gt_av,4196
cis_total_mse_violations_gt_non_av,21060
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25254
cis_total_ttc_violations_gt_av,299
cis_total_ttc_violations_gt_non_av,1559
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1854
global_total_mse_violations_gt,1016461
global_total_mse_violations_sensor,1221191
global_total_ttc_violations_gt,364220
global_total_ttc_violations_sensor,464239
global_true_positives_mse,995556
global_false_positives_mse,225635
global_false_negatives_mse,20905
global_true_positives_ttc,340363
global_false_positives_ttc,123876
global_false_negatives_ttc,23857
global_amota,2489.8818745313574
global_total_mse_violations_gt_av,125153
global_total_mse_violations_gt_non_av,891308
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1221191
global_total_ttc_violations_gt_av,37285
global_total_ttc_violations_gt_non_av,326935
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,464239
