Metric,Value
config_name,mal_convoy_80pct_trust
run_id,3
total_steps,7000
recorded_steps,5000
wall_time_seconds,450.9063756465912
avg_cav_amota,0.9930946572926808
avg_cis_amota,0.991045434112154
avg_global_amota,0.5350850654858982
cav_total_mse_violations_gt,72604
cav_total_mse_violations_sensor,72594
cav_total_ttc_violations_gt,18566
cav_total_ttc_violations_sensor,16507
cav_true_positives_mse,72565
cav_false_positives_mse,29
cav_false_negatives_mse,39
cav_true_positives_ttc,14492
cav_false_positives_ttc,2015
cav_false_negatives_ttc,4074
cav_amota,23540.315756465705
cav_total_mse_violations_gt_av,9378
cav_total_mse_violations_gt_non_av,63226
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,72594
cav_total_ttc_violations_gt_av,1421
cav_total_ttc_violations_gt_non_av,17145
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,16507
cis_total_mse_violations_gt,24965
cis_total_mse_violations_sensor,24963
cis_total_ttc_violations_gt,1845
cis_total_ttc_violations_sensor,1838
cis_true_positives_mse,24945
cis_false_positives_mse,18
cis_false_negatives_mse,20
cis_true_positives_ttc,1806
cis_false_positives_ttc,32
cis_false_negatives_ttc,39
cis_amota,4931.442080142078
cis_total_mse_violations_gt_av,3063
cis_total_mse_violations_gt_non_av,21902
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24963
cis_total_ttc_violations_gt_av,113
cis_total_ttc_violations_gt_non_av,1732
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1838
global_total_mse_violations_gt,694069
global_total_mse_violations_sensor,837241
global_total_ttc_violations_gt,244525
global_total_ttc_violations_sensor,299328
global_true_positives_mse,679668
global_false_positives_mse,157573
global_false_negatives_mse,14401
global_true_positives_ttc,224409
global_false_positives_ttc,74919
global_false_negatives_ttc,20116
global_amota,2621.381735815415
global_total_mse_violations_gt_av,87542
global_total_mse_violations_gt_non_av,606527
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,837241
global_total_ttc_violations_gt_av,29372
global_total_ttc_violations_gt_non_av,215153
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,299328
