Metric,Value
config_name,mal_add_5pct
run_id,3
total_steps,7000
recorded_steps,5000
wall_time_seconds,371.7341046333313
avg_cav_amota,0.9906178143670087
avg_cis_amota,0.9903165163830089
avg_global_amota,0.48460153724149596
cav_total_mse_violations_gt,68327
cav_total_mse_violations_sensor,68328
cav_total_ttc_violations_gt,22126
cav_total_ttc_violations_sensor,18123
cav_true_positives_mse,68289
cav_false_positives_mse,39
cav_false_negatives_mse,38
cav_true_positives_ttc,16095
cav_false_positives_ttc,2028
cav_false_negatives_ttc,6031
cav_amota,26056.22037129543
cis_total_mse_violations_gt,25788
cis_total_mse_violations_sensor,25790
cis_total_ttc_violations_gt,1818
cis_total_ttc_violations_sensor,1830
cis_true_positives_mse,25769
cis_false_positives_mse,21
cis_false_negatives_mse,19
cis_true_positives_ttc,1783
cis_false_positives_ttc,47
cis_false_negatives_ttc,35
cis_amota,4944.650366300363
global_total_mse_violations_gt,697682
global_total_mse_violations_sensor,844320
global_total_ttc_violations_gt,275419
global_total_ttc_violations_sensor,339716
global_true_positives_mse,681306
global_false_positives_mse,163014
global_false_negatives_mse,16376
global_true_positives_ttc,252618
global_false_positives_ttc,87098
global_false_negatives_ttc,22801
global_amota,2409.9234447019594
