Metric,Value
config_name,localization_50pct_trust
run_id,10
total_steps,7000
recorded_steps,5000
wall_time_seconds,538.639511346817
avg_cav_amota,0.969357376897349
avg_cis_amota,0.9899960426724658
avg_global_amota,0.4530877830044712
cav_total_mse_violations_gt,76717
cav_total_mse_violations_sensor,76634
cav_total_ttc_violations_gt,23859
cav_total_ttc_violations_sensor,18981
cav_true_positives_mse,76575
cav_false_positives_mse,59
cav_false_negatives_mse,142
cav_true_positives_ttc,16491
cav_false_positives_ttc,2490
cav_false_negatives_ttc,7368
cav_amota,24553.82235680985
cav_total_mse_violations_gt_av,7438
cav_total_mse_violations_gt_non_av,69279
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,76634
cav_total_ttc_violations_gt_av,1851
cav_total_ttc_violations_gt_non_av,22008
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,18981
cis_total_mse_violations_gt,25853
cis_total_mse_violations_sensor,25859
cis_total_ttc_violations_gt,1830
cis_total_ttc_violations_sensor,1830
cis_true_positives_mse,25840
cis_false_positives_mse,19
cis_false_negatives_mse,13
cis_true_positives_ttc,1789
cis_false_positives_ttc,41
cis_false_negatives_ttc,41
cis_amota,4938.1002608502595
cis_total_mse_violations_gt_av,3877
cis_total_mse_violations_gt_non_av,21976
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25859
cis_total_ttc_violations_gt_av,173
cis_total_ttc_violations_gt_non_av,1657
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1830
global_total_mse_violations_gt,817175
global_total_mse_violations_sensor,1019284
global_total_ttc_violations_gt,310382
global_total_ttc_violations_sensor,395181
global_true_positives_mse,798492
global_false_positives_mse,220792
global_false_negatives_mse,18683
global_true_positives_ttc,288245
global_false_positives_ttc,106936
global_false_negatives_ttc,22137
global_amota,2243.237613655137
global_total_mse_violations_gt_av,75836
global_total_mse_violations_gt_non_av,741339
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1019284
global_total_ttc_violations_gt_av,26438
global_total_ttc_violations_gt_non_av,283944
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,395181
