Metric,Value
config_name,mal_convoy_90pct_notrust
run_id,6
total_steps,7000
recorded_steps,5000
wall_time_seconds,766.6059617996216
avg_cav_amota,0.9937156923522013
avg_cis_amota,0.9898387022685616
avg_global_amota,0.485308305336648
cav_total_mse_violations_gt,111388
cav_total_mse_violations_sensor,111371
cav_total_ttc_violations_gt,33780
cav_total_ttc_violations_sensor,28264
cav_true_positives_mse,111330
cav_false_positives_mse,41
cav_false_negatives_mse,58
cav_true_positives_ttc,24869
cav_false_positives_ttc,3395
cav_false_negatives_ttc,8911
cav_amota,40002.02519563786
cav_total_mse_violations_gt_av,16671
cav_total_mse_violations_gt_non_av,94717
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,111371
cav_total_ttc_violations_gt_av,4318
cav_total_ttc_violations_gt_non_av,29462
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,28264
cis_total_mse_violations_gt,25185
cis_total_mse_violations_sensor,25180
cis_total_ttc_violations_gt,1832
cis_total_ttc_violations_sensor,1843
cis_true_positives_mse,25166
cis_false_positives_mse,14
cis_false_negatives_mse,19
cis_true_positives_ttc,1802
cis_false_positives_ttc,41
cis_false_negatives_ttc,30
cis_amota,4939.295124320122
cis_total_mse_violations_gt_av,5218
cis_total_mse_violations_gt_non_av,19967
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25180
cis_total_ttc_violations_gt_av,271
cis_total_ttc_violations_gt_non_av,1561
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1843
global_total_mse_violations_gt,1422381
global_total_mse_violations_sensor,1657153
global_total_ttc_violations_gt,537117
global_total_ttc_violations_sensor,632650
global_true_positives_mse,1387743
global_false_positives_mse,269410
global_false_negatives_mse,34638
global_true_positives_ttc,493761
global_false_positives_ttc,138889
global_false_negatives_ttc,43356
global_amota,2416.835360576507
global_total_mse_violations_gt_av,199364
global_total_mse_violations_gt_non_av,1223017
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1657153
global_total_ttc_violations_gt_av,70394
global_total_ttc_violations_gt_non_av,466723
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,632650
