Metric,Value
config_name,localization_50pct_notrust
run_id,10
total_steps,7000
recorded_steps,5000
wall_time_seconds,417.1565296649933
avg_cav_amota,0.9939998914536329
avg_cis_amota,0.9904997171298249
avg_global_amota,0.4578388790382296
cav_total_mse_violations_gt,61343
cav_total_mse_violations_sensor,61323
cav_total_ttc_violations_gt,19490
cav_total_ttc_violations_sensor,17290
cav_true_positives_mse,61310
cav_false_positives_mse,13
cav_false_negatives_mse,33
cav_true_positives_ttc,15343
cav_false_positives_ttc,1947
cav_false_negatives_ttc,4147
cav_amota,24281.429348429345
cav_total_mse_violations_gt_av,5037
cav_total_mse_violations_gt_non_av,56306
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,61323
cav_total_ttc_violations_gt_av,1454
cav_total_ttc_violations_gt_non_av,18036
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,17290
cis_total_mse_violations_gt,24162
cis_total_mse_violations_sensor,24158
cis_total_ttc_violations_gt,1862
cis_total_ttc_violations_sensor,1875
cis_true_positives_mse,24142
cis_false_positives_mse,16
cis_false_negatives_mse,20
cis_true_positives_ttc,1830
cis_false_positives_ttc,45
cis_false_negatives_ttc,32
cis_amota,4944.574587912086
cis_total_mse_violations_gt_av,1952
cis_total_mse_violations_gt_non_av,22210
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24158
cis_total_ttc_violations_gt_av,190
cis_total_ttc_violations_gt_non_av,1672
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1875
global_total_mse_violations_gt,733321
global_total_mse_violations_sensor,877988
global_total_ttc_violations_gt,275597
global_total_ttc_violations_sensor,340981
global_true_positives_mse,712614
global_false_positives_mse,165374
global_false_negatives_mse,20707
global_true_positives_ttc,252911
global_false_positives_ttc,88070
global_false_negatives_ttc,22686
global_amota,2248.446734956746
global_total_mse_violations_gt_av,62976
global_total_mse_violations_gt_non_av,670345
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,877988
global_total_ttc_violations_gt_av,20047
global_total_ttc_violations_gt_non_av,255550
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,340981
