Metric,Value
config_name,high_miss_60pct_notrust
run_id,8
total_steps,7000
recorded_steps,5000
wall_time_seconds,377.2752797603607
avg_cav_amota,0.9940286203079979
avg_cis_amota,0.991530206211313
avg_global_amota,0.444823781985205
cav_total_mse_violations_gt,56185
cav_total_mse_violations_sensor,56173
cav_total_ttc_violations_gt,18174
cav_total_ttc_violations_sensor,15145
cav_true_positives_mse,56162
cav_false_positives_mse,11
cav_false_negatives_mse,23
cav_true_positives_ttc,13274
cav_false_positives_ttc,1871
cav_false_negatives_ttc,4900
cav_amota,22415.345387945352
cav_total_mse_violations_gt_av,3139
cav_total_mse_violations_gt_non_av,53046
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,56173
cav_total_ttc_violations_gt_av,1000
cav_total_ttc_violations_gt_non_av,17174
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,15145
cis_total_mse_violations_gt,24509
cis_total_mse_violations_sensor,24516
cis_total_ttc_violations_gt,1874
cis_total_ttc_violations_sensor,1884
cis_true_positives_mse,24501
cis_false_positives_mse,15
cis_false_negatives_mse,8
cis_true_positives_ttc,1845
cis_false_positives_ttc,39
cis_false_negatives_ttc,29
cis_amota,4943.769608169607
cis_total_mse_violations_gt_av,2193
cis_total_mse_violations_gt_non_av,22316
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24516
cis_total_ttc_violations_gt_av,154
cis_total_ttc_violations_gt_non_av,1720
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1884
global_total_mse_violations_gt,649243
global_total_mse_violations_sensor,781682
global_total_ttc_violations_gt,230280
global_total_ttc_violations_sensor,284537
global_true_positives_mse,630309
global_false_positives_mse,151373
global_false_negatives_mse,18934
global_true_positives_ttc,208790
global_false_positives_ttc,75747
global_false_negatives_ttc,21490
global_amota,2176.9675890355934
global_total_mse_violations_gt_av,44003
global_total_mse_violations_gt_non_av,605240
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,781682
global_total_ttc_violations_gt_av,15832
global_total_ttc_violations_gt_non_av,214448
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,284537
