Metric,Value
config_name,high_miss_90pct_notrust
run_id,3
total_steps,7000
recorded_steps,5000
wall_time_seconds,304.79720425605774
avg_cav_amota,0.9941485662477346
avg_cis_amota,0.9899935480629138
avg_global_amota,0.4098815758358343
cav_total_mse_violations_gt,42736
cav_total_mse_violations_sensor,42741
cav_total_ttc_violations_gt,14834
cav_total_ttc_violations_sensor,11762
cav_true_positives_mse,42720
cav_false_positives_mse,21
cav_false_negatives_mse,16
cav_true_positives_ttc,10010
cav_false_positives_ttc,1752
cav_false_negatives_ttc,4824
cav_amota,17683.914696414704
cav_total_mse_violations_gt_av,3705
cav_total_mse_violations_gt_non_av,39031
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,42741
cav_total_ttc_violations_gt_av,1185
cav_total_ttc_violations_gt_non_av,13649
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,11762
cis_total_mse_violations_gt,25214
cis_total_mse_violations_sensor,25208
cis_total_ttc_violations_gt,1809
cis_total_ttc_violations_sensor,1816
cis_true_positives_mse,25195
cis_false_positives_mse,13
cis_false_negatives_mse,19
cis_true_positives_ttc,1772
cis_false_positives_ttc,44
cis_false_negatives_ttc,37
cis_amota,4938.0878177378145
cis_total_mse_violations_gt_av,1671
cis_total_mse_violations_gt_non_av,23543
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25208
cis_total_ttc_violations_gt_av,76
cis_total_ttc_violations_gt_non_av,1733
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1816
global_total_mse_violations_gt,406691
global_total_mse_violations_sensor,494533
global_total_ttc_violations_gt,157004
global_total_ttc_violations_sensor,198000
global_true_positives_mse,392352
global_false_positives_mse,102181
global_false_negatives_mse,14339
global_true_positives_ttc,142161
global_false_positives_ttc,55839
global_false_negatives_ttc,14843
global_amota,2009.6493663230956
global_total_mse_violations_gt_av,29818
global_total_mse_violations_gt_non_av,376873
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,494533
global_total_ttc_violations_gt_av,11487
global_total_ttc_violations_gt_non_av,145517
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,198000
