Metric,Value
config_name,mal_add_80pct
run_id,2
total_steps,2500
recorded_steps,2000
wall_time_seconds,36.44261169433594
avg_cav_amota,0.993197708575198
avg_cis_amota,0.9910317896993021
avg_global_amota,0.4912628027857714
cav_total_mse_violations_gt,4911
cav_total_mse_violations_sensor,4909
cav_total_ttc_violations_gt,1313
cav_total_ttc_violations_sensor,1290
cav_true_positives_mse,4907
cav_false_positives_mse,2
cav_false_negatives_mse,4
cav_true_positives_ttc,1204
cav_false_positives_ttc,86
cav_false_negatives_ttc,109
cav_amota,2144.3138528138525
cav_total_mse_violations_gt_av,206
cav_total_mse_violations_gt_non_av,4705
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,4909
cav_total_ttc_violations_gt_av,61
cav_total_ttc_violations_gt_non_av,1252
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,1290
cis_total_mse_violations_gt,7560
cis_total_mse_violations_sensor,7557
cis_total_ttc_violations_gt,583
cis_total_ttc_violations_sensor,592
cis_true_positives_mse,7555
cis_false_positives_mse,2
cis_false_negatives_mse,5
cis_true_positives_ttc,578
cis_false_positives_ttc,14
cis_false_negatives_ttc,5
cis_amota,1952.332625707625
cis_total_mse_violations_gt_av,404
cis_total_mse_violations_gt_non_av,7156
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7557
cis_total_ttc_violations_gt_av,37
cis_total_ttc_violations_gt_non_av,546
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,592
global_total_mse_violations_gt,53667
global_total_mse_violations_sensor,69171
global_total_ttc_violations_gt,23973
global_total_ttc_violations_sensor,31234
global_true_positives_mse,50805
global_false_positives_mse,18366
global_false_negatives_mse,2862
global_true_positives_ttc,21251
global_false_positives_ttc,9983
global_false_negatives_ttc,2722
global_amota,881.3254681976739
global_total_mse_violations_gt_av,2749
global_total_mse_violations_gt_non_av,50918
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,69171
global_total_ttc_violations_gt_av,1150
global_total_ttc_violations_gt_non_av,22823
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,31234
