Metric,Value
config_name,baseline
run_id,4
total_steps,2500
recorded_steps,2000
wall_time_seconds,57.10651922225952
avg_cav_amota,0.9927238626207702
avg_cis_amota,0.9911817693036094
avg_global_amota,0.4748727498531807
cav_total_mse_violations_gt,10273
cav_total_mse_violations_sensor,10275
cav_total_ttc_violations_gt,3524
cav_total_ttc_violations_sensor,3208
cav_true_positives_mse,10270
cav_false_positives_mse,5
cav_false_negatives_mse,3
cav_true_positives_ttc,2939
cav_false_positives_ttc,269
cav_false_negatives_ttc,585
cav_amota,4333.239660339662
cav_total_mse_violations_gt_av,625
cav_total_mse_violations_gt_non_av,9648
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,10275
cav_total_ttc_violations_gt_av,265
cav_total_ttc_violations_gt_non_av,3259
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,3208
cis_total_mse_violations_gt,7383
cis_total_mse_violations_sensor,7383
cis_total_ttc_violations_gt,581
cis_total_ttc_violations_sensor,580
cis_true_positives_mse,7380
cis_false_positives_mse,3
cis_false_negatives_mse,3
cis_true_positives_ttc,569
cis_false_positives_ttc,11
cis_false_negatives_ttc,12
cis_amota,1960.5575396825393
cis_total_mse_violations_gt_av,692
cis_total_mse_violations_gt_non_av,6691
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7383
cis_total_ttc_violations_gt_av,59
cis_total_ttc_violations_gt_non_av,522
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,580
global_total_mse_violations_gt,143609
global_total_mse_violations_sensor,177241
global_total_ttc_violations_gt,55404
global_total_ttc_violations_sensor,68057
global_true_positives_mse,137724
global_false_positives_mse,39517
global_false_negatives_mse,5885
global_true_positives_ttc,49190
global_false_positives_ttc,18867
global_false_negatives_ttc,6214
global_amota,904.157715720456
global_total_mse_violations_gt_av,10899
global_total_mse_violations_gt_non_av,132710
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,177241
global_total_ttc_violations_gt_av,4324
global_total_ttc_violations_gt_non_av,51080
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,68057
