# DAIR-V2X-Seq SPD PointPillars (infrastructure-side, train-calibrated)
# MAE linear: abs_error = intercept + slope * d ; quad: quad_a*d^2+quad_b*d+quad_c
# bias_*/std_*/var_*: signed-bias / std / variance fits (linear + quad in range)

error_type,intercept,slope,quad_a,quad_b,quad_c,bias_intercept,bias_slope,bias_quad_a,bias_quad_b,bias_quad_c,std_intercept,std_slope,std_quad_a,std_quad_b,std_quad_c,var_intercept,var_slope,var_quad_a,var_quad_b,var_quad_c,polar_a,polar_b,polar_c,polar_d,polar_std_a,polar_std_b,polar_std_c,polar_std_d,unit,notes
radial,0.0768901,1.37556e-05,1.98152e-05,-0.00201993,0.116031,-0.012143,-0.000133931,-4.86376e-06,0.000365252,-0.0217505,0.117976,8.89633e-05,2.29485e-05,-0.00226632,0.163307,0.016742,-1.66466e-05,7.62463e-06,-0.000799186,0.0318031,-0.0179475,-0.000191629,-0.6,0.299988,0.183014,8.8774e-12,-0.6,-3.74231e-05,meters,Range error
lateral,0.0260906,0.000892143,1.19869e-05,-0.000338107,0.0497686,0.0145044,-0.000258199,-1.15551e-05,0.000927735,-0.00832066,0.0356636,0.00139871,6.27791e-06,0.000754393,0.0480645,-0.00288352,0.000311143,3.43105e-06,-4.0996e-05,0.00389392,0.112138,-0.00197035,-0.6,-0.3,0.0912812,0.00295515,-0.6,-0.134951,meters,Cross-range error
vertical,-0.00258632,0.00110727,2.06423e-05,-0.00101132,0.0381889,0.00653348,-7.72105e-05,-1.70633e-06,9.79157e-05,0.00316292,-0.00188538,0.00151534,2.63039e-05,-0.00118431,0.0500734,-0.00639446,0.000273893,7.76922e-06,-0.000523486,0.00895229,0.00377027,-4.58959e-05,0.523943,0.3,2.16141e-112,0.0024999,-0.599981,0.0111823,meters,Vertical error
yaw,0.0710868,0.000682546,-7.38234e-05,0.00825927,-0.0747385,-0.0369118,0.000134626,-2.60057e-05,0.00280367,-0.0882815,0.13416,0.00334148,-0.000383236,0.0426742,-0.622856,0.048757,0.0022419,-0.000291544,0.032164,-0.527138,-0.189169,0.000260035,-0.573899,-0.299999,0.405679,0.00641532,-0.6,-0.3,radians,Heading angle
width,0.069078,0.000285642,-1.13318e-05,0.00144866,0.0466939,-0.0158781,2.50984e-05,5.14385e-06,-0.00050283,-0.0057173,0.0932389,0.000396573,-1.37675e-05,0.00180958,0.0660435,0.0087689,8.51664e-05,-3.01601e-06,0.000394709,0.00281129,-0.0146776,2.0625e-05,0.349964,-0.299846,0.0520441,0.000221409,0.6,-0.276358,meters,Width error
length,0.111717,8.18014e-05,-1.02093e-05,0.00112962,0.0915504,-0.00167895,-0.000100198,-5.20359e-06,0.000433863,-0.0119577,0.171647,0.000498624,-2.59722e-05,0.00316423,0.120344,0.0324758,0.000171777,-1.09727e-05,0.00129794,0.0108011,0.0206955,-0.00118683,-0.6,-0.3,0.382404,0.000247585,-0.6,-0.135358,meters,Length error
box_height,0.028032,0.000693703,-3.51309e-06,0.00105426,0.0210925,-0.00666005,-1.37271e-05,-8.45651e-06,0.000854191,-0.0233644,0.0444555,0.000926146,-4.9353e-06,0.00143267,0.0347066,0.000638261,0.000165731,-4.94647e-07,0.000216498,-0.000338829,-0.00363473,-6.72919e-06,0.599996,0.3,0.0823588,0.00203237,-0.6,-0.0827302,meters,Box height error
miss_rate,-0.0506383,0.00569761,0.000193554,-0.0171483,0.446064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,rate,Miss rate
