range_lo,range_hi,angle_lo,angle_hi,gt_count,missed,miss_rate,source,n_fp,fp_per_frame,score_mean,score_std,fp_score_mean,fp_score_std,x_mean,y_mean,z_mean,distal_mean,perp_mean,yaw_mean,width_mean,length_mean,box_height_mean,x_std,y_std,z_std,distal_std,perp_std,yaw_std,width_std,length_std,box_height_std
5.0,10.0,-110.0,-100.0,73,1,0.0136986301369863,measured,11,0.0014007385712466573,0.6751992764572302,0.13088829063387458,0.3157000934535807,0.11318634728118306,0.17429061399565804,0.08055353826946682,0.10470962441629833,0.09916975472614437,0.16430624059027163,0.045090937613328386,0.34973711437649196,0.17108837763468424,0.13289729919698504,0.15448121806084236,0.06447579799745494,0.07882532887453068,0.08052773725546393,0.14687330764589998,0.03496182142603723,0.27086702513723304,0.1389181098412164,0.11417782670817431
5.0,10.0,-100.0,-90.0,94,4,0.0425531914893617,measured,6,0.0007640392206799949,0.6727259854475657,0.12614873466981516,0.3918893014391263,0.2400327155548473,0.15331185661877195,0.058610857857598196,0.08666682044665018,0.0612428179884179,0.15171122235859688,0.043922784007413104,0.256472200817532,0.1450735198126899,0.15021801392237347,0.11767757481031539,0.059926543342737795,0.06836594146827502,0.06082833445914794,0.11794870169344297,0.04069201594039137,0.27685287191067676,0.1219211792751594,0.09639191376652355
5.0,10.0,-90.0,-80.0,85,5,0.058823529411764705,measured,6,0.0007640392206799949,0.6644299745559692,0.10728659460798819,0.4613003556927045,0.20920909237723123,0.12784322125662584,0.08201823234558106,0.09562188610434533,0.08195197397752357,0.12729142219210385,0.04794027245013281,0.2862061381340027,0.1500665709376335,0.1551331028342247,0.14147169111745547,0.06106948377042235,0.08241842256239626,0.062442941816629245,0.14140808926213114,0.04073296234633973,0.28145786636667525,0.13153795445030117,0.10324007016503871
5.0,10.0,-80.0,-70.0,56,2,0.03571428571428571,measured,10,0.0012733987011333248,0.6419815702570809,0.11493876738064493,0.42161103039979936,0.20440406543101472,0.17722967929310268,0.1067430266627559,0.12693883533830996,0.1033260491145273,0.17831274554014687,0.06339286291471648,0.364865881425363,0.1638668797634266,0.1536550654305352,0.13956954642448705,0.07533384879807217,0.08401646210723988,0.07414778786571022,0.1413848575140509,0.0451530040070643,0.2721926210366368,0.1385665847203892,0.13342957948111747
5.0,10.0,-70.0,-60.0,72,8,0.1111111111111111,measured,8,0.0010187189609066599,0.6359677198342979,0.13503298030948874,0.5658249370753765,0.209820919473423,0.17743482440710068,0.10655144602060318,0.10534673649817705,0.12839377618729317,0.16583554446259027,0.05568944351050609,0.40064943581819534,0.18497927300632,0.1038894485682249,0.14090716601454675,0.08655002750465575,0.07424252431999714,0.09824811941721452,0.12861952307838864,0.03678032036344301,0.29855087105021416,0.14229761831962814,0.0978332958772587
5.0,10.0,-60.0,-50.0,85,7,0.08235294117647059,measured,8,0.0010187189609066599,0.6700522846136338,0.11773985662106905,0.6828626319766045,0.05751793630005706,0.1945893672796396,0.11267506464933738,0.07937549780576657,0.1659731788079152,0.15532631934049648,0.05783767531363246,0.3990333019158779,0.17811079361499885,0.12015378475189209,0.19175861666784466,0.07305424308681652,0.055996307635855516,0.13932177442591406,0.14691855961287043,0.03563469851789228,0.298984310411493,0.12660067569263056,0.09728297406174354
5.0,10.0,-50.0,-40.0,126,5,0.03968253968253968,measured,7,0.0008913790907933274,0.7135071852975641,0.1033797462833496,0.6916290181023734,0.16727804104980787,0.1915810856937377,0.10790714547653829,0.07081507749793943,0.18220566296787016,0.12415136833630719,0.05582871267331906,0.301669985794824,0.17097071675229664,0.12246362828026133,0.15405989106890072,0.072971436558943,0.05682834100031216,0.13088885697730923,0.1079916027844686,0.03867309573783911,0.27209526512501714,0.12768321995896234,0.11564294834967524
5.0,10.0,-40.0,-30.0,106,2,0.018867924528301886,measured,5,0.0006366993505666624,0.713152940170123,0.10458404114321587,0.41804913580417635,0.21999612527581697,0.15984550806192252,0.08077287673950195,0.06272501899645878,0.15726290298040851,0.09248506088616708,0.058349512370863006,0.2895299723515144,0.14085857914044306,0.094570320386153,0.11934414634072028,0.06910788706701793,0.05038541090007428,0.1152238712580515,0.06732103487303528,0.03679436124616152,0.23707624350892784,0.10587265912961337,0.07591246738990738
5.0,10.0,-30.0,-20.0,118,0,0.0,measured,5,0.0006366993505666624,0.6946334389306731,0.12444751718414676,0.4081117123365402,0.14952746844445472,0.15145233121968932,0.05989407280744132,0.06197090219643157,0.13823818816018596,0.09420080073771506,0.06892550667511477,0.3027921470545106,0.13888484744702356,0.08531341209249982,0.12173778061983691,0.04545985053768778,0.044018381434202856,0.106863730359216,0.06331152690284057,0.03600267001381266,0.2747915026437421,0.09863217544937322,0.08869674842683499
5.0,10.0,-20.0,-10.0,97,0,0.0,measured,0,0.0,0.6468633840379027,0.09293518841856685,,,0.2685452982322457,0.09717824778605982,0.06593626307457992,0.2750640128409814,0.07174245985931187,0.035353944100463594,0.7967415322962496,0.20246385421949564,0.2744934067283709,0.10173230473116202,0.06439624941399615,0.040756778263199074,0.11463033031346663,0.045926283055514404,0.025602515982278726,0.2570323468062244,0.04361738699572557,0.11200064893650474
