range,angle_deg,score,width,length,box_height,yaw,class_label
27.72496223449707,63.29774475097656,0.38156911730766296,1.9415745735168457,4.51527738571167,1.7433726787567139,0.06905651837587357,car
22.31626319885254,-31.37511444091797,0.29181453585624695,2.075512170791626,4.828895568847656,1.8826875686645508,-0.2543196976184845,car
31.782358169555664,70.69940185546875,0.2782445251941681,1.9170153141021729,4.50168514251709,1.7790839672088623,0.07776015251874924,car
45.20783233642578,48.18906784057617,0.2582714557647705,2.0145668983459473,4.721742630004883,1.823007583618164,0.18959678709506989,car
36.491729736328125,59.450645446777344,0.2054247260093689,1.965195894241333,4.727015972137451,1.8896901607513428,0.22307918965816498,car
20.807893753051758,-34.046321868896484,0.2768395245075226,2.078695774078369,4.971580982208252,1.8884341716766357,-0.2825717031955719,car
32.35963439941406,68.35619354248047,0.22909869253635406,1.9735238552093506,4.624089241027832,1.9032282829284668,0.19723698496818542,car
38.41060256958008,55.80099868774414,0.3502032160758972,1.9764100313186646,4.727752685546875,1.791938304901123,0.22248001396656036,car
29.750261306762695,58.45664978027344,0.3269173502922058,1.986881971359253,4.617453098297119,1.8367533683776855,0.2353445589542389,car
42.92066192626953,-136.37722778320312,0.254180371761322,1.925420880317688,4.299078464508057,1.6294589042663574,1.1520966291427612,car
36.26308059692383,19.094242095947266,0.2129499912261963,2.025223970413208,4.841360569000244,1.8158206939697266,0.16380921006202698,car
38.68217468261719,-169.19314575195312,0.20474834740161896,2.03705096244812,4.5163140296936035,1.9538419246673584,-0.11364124715328217,car
39.59733200073242,53.58917999267578,0.37088292837142944,1.9338514804840088,4.530630111694336,1.7131617069244385,0.10433107614517212,car
53.71049118041992,17.997411727905273,0.34039467573165894,1.939982533454895,4.432432651519775,1.8105096817016602,0.11717525124549866,car
34.17088317871094,63.425537109375,0.31874263286590576,1.9528108835220337,4.469307899475098,1.7440030574798584,0.12813261151313782,car
41.296302795410156,-171.00714111328125,0.21984568238258362,2.09529972076416,4.935947418212891,1.791808843612671,-0.4454847574234009,car
46.5245246887207,-169.1829833984375,0.20368759334087372,2.0315914154052734,4.61471700668335,1.9291361570358276,-0.5130293369293213,car
52.125858306884766,18.157075881958008,0.2652361989021301,1.9353423118591309,4.3677144050598145,1.776529312133789,0.17701737582683563,car
32.57145690917969,67.88746643066406,0.20335830748081207,2.009202003479004,4.793558120727539,1.8812785148620605,0.22906824946403503,car
49.3831672668457,17.43238067626953,0.29354509711265564,1.9373201131820679,4.407783031463623,1.8132209777832031,0.1652456670999527,car
42.794795989990234,48.36422348022461,0.235309436917305,2.041700601577759,5.117724895477295,1.7990553379058838,0.0861411839723587,car
45.787254333496094,-174.1168975830078,0.2289309799671173,2.042341947555542,4.803163051605225,1.690323829650879,-0.4617910087108612,car
47.660457611083984,17.174654006958008,0.25139737129211426,1.943715214729309,4.370416641235352,1.8747129440307617,0.07236506044864655,car
49.45817565917969,-143.13644409179688,0.2302243709564209,2.0380806922912598,4.625585556030273,1.727956771850586,1.1203383207321167,car
47.08024597167969,-152.6256561279297,0.20000667870044708,2.080833911895752,4.763750076293945,1.8394827842712402,1.269878625869751,car
49.3604850769043,-15.646256446838379,0.33000555634498596,1.9532660245895386,4.359342575073242,1.690056324005127,-0.5215011239051819,car
33.6424560546875,51.75544738769531,0.26534804701805115,1.987635850906372,4.618673801422119,1.7279980182647705,1.1972030401229858,car
30.554119110107422,76.07679748535156,0.247123584151268,1.9256267547607422,4.508457660675049,1.7488501071929932,-0.053805362433195114,car
47.80189514160156,-161.1250457763672,0.23362821340560913,1.910263180732727,4.386089324951172,1.6676201820373535,0.3225135803222656,car
52.55923080444336,14.93605899810791,0.21556809544563293,1.9502286911010742,4.386801719665527,2.013613224029541,0.3485998213291168,car
52.0804328918457,14.904675483703613,0.2537488341331482,1.9305603504180908,4.336162090301514,1.8156921863555908,0.3146197497844696,car
50.67239761352539,-176.1720733642578,0.2509942352771759,1.999516248703003,4.553038597106934,1.6448593139648438,-0.3287864923477173,car
30.515798568725586,75.76445007324219,0.24587373435497284,1.9264092445373535,4.562520980834961,1.7440226078033447,-0.05148392170667648,car
50.291908264160156,14.379674911499023,0.28357425332069397,1.987302303314209,4.500391960144043,1.9857399463653564,0.26476559042930603,car
30.467914581298828,75.58509826660156,0.27120453119277954,1.926340103149414,4.554285049438477,1.7493531703948975,-0.04897598922252655,car
52.60813903808594,-149.48130798339844,0.22206330299377441,1.939958095550537,4.396917819976807,1.6460832357406616,1.0722166299819946,car
42.83222198486328,16.111820220947266,0.2169680893421173,1.975082516670227,4.48514986038208,1.8287180662155151,0.03292138874530792,car
46.5916633605957,-18.49053382873535,0.20642125606536865,1.993253231048584,4.406477451324463,1.7659989595413208,-0.5407796502113342,car
48.75712585449219,14.230488777160645,0.3005021810531616,2.0108327865600586,4.577922821044922,1.965924859046936,0.2088233232498169,car
52.50392150878906,-177.20529174804688,0.2134372889995575,2.006253719329834,4.433232307434082,1.9700195789337158,-0.23634473979473114,car
47.005489349365234,13.644245147705078,0.23657764494419098,2.0203230381011963,4.548268795013428,2.0416059494018555,0.28072357177734375,car
36.504825592041016,42.1018180847168,0.3703349530696869,1.9221590757369995,4.597076892852783,1.7419261932373047,-0.05256566405296326,car
44.45016860961914,13.480945587158203,0.36070385575294495,1.9871231317520142,4.448524475097656,1.9817731380462646,-0.04790758341550827,car
