# normal: param1=mu (0), param2=std, param3=mae (for GPEM covariance)
# constant for miss_detection: param1=miss_rate
# score: P(score | TP, cell) — param1=mean, param2=std, param3=n_matched
# fp_score: P(score | FP, cell) — param1=mean, param2=std, param3=n_fp
# fp_rate: poisson — param1=lambda (FPs/ego-frame in cell), param2=n_fp

error_type,dist_min,dist_max,angle_min,angle_max,distribution,param1,param2,param3
perpendicular,0.0,5.0,-60.0,-50.0,normal,0.0,0.14763635108919418,0.17583471386338206
height,0.0,5.0,-60.0,-50.0,normal,0.0,0.05340184867307949,0.06734072484753349
yaw,0.0,5.0,-60.0,-50.0,normal,0.0,0.033906839457747424,0.046000831072557376
width,0.0,5.0,-60.0,-50.0,normal,0.0,0.32710638858270763,0.519833115014163
length,0.0,5.0,-60.0,-50.0,normal,0.0,0.15233308055079145,0.19321029836481268
box_height,0.0,5.0,-60.0,-50.0,normal,0.0,0.12293526528457545,0.10357219251719388
score,0.0,5.0,-60.0,-50.0,normal,0.6329096467657522,0.10751753850379134,56
fp_score,0.0,5.0,-60.0,-50.0,normal,0.21269098957153884,0.20559945371906985,44
fp_rate,0.0,5.0,-60.0,-50.0,poisson,0.006192821956368754,44,
miss_detection,0.0,5.0,-50.0,-40.0,constant,0.12,,
distal,0.0,5.0,-50.0,-40.0,normal,0.0,0.1290014620070518,0.17980273142612893
perpendicular,0.0,5.0,-50.0,-40.0,normal,0.0,0.14042266201434234,0.1741720617808455
height,0.0,5.0,-50.0,-40.0,normal,0.0,0.05818104522818414,0.0658854219046506
yaw,0.0,5.0,-50.0,-40.0,normal,0.0,0.03996611520850285,0.051022933215294455
width,0.0,5.0,-50.0,-40.0,normal,0.0,0.34520550807710987,0.4826899604363875
length,0.0,5.0,-50.0,-40.0,normal,0.0,0.13785860832378347,0.17348714037375015
box_height,0.0,5.0,-50.0,-40.0,normal,0.0,0.09912212327253729,0.08296241001649336
score,0.0,5.0,-50.0,-40.0,normal,0.5924207283691927,0.10598391077419951,50
fp_score,0.0,5.0,-50.0,-40.0,normal,0.11616597401684728,0.14747772428633305,29
fp_rate,0.0,5.0,-50.0,-40.0,poisson,0.004081632653061225,29,
miss_detection,0.0,5.0,-40.0,-30.0,constant,0.0,,
distal,0.0,5.0,-40.0,-30.0,normal,0.0,0.048981315490605616,0.24305466958393024
perpendicular,0.0,5.0,-40.0,-30.0,normal,0.0,0.07465803821374703,0.13123525529375818
height,0.0,5.0,-40.0,-30.0,normal,0.0,0.056082887127295165,0.06906653642654419
yaw,0.0,5.0,-40.0,-30.0,normal,0.0,0.02422336710112251,0.04701552225742489
width,0.0,5.0,-40.0,-30.0,normal,0.0,0.2315321457750351,0.40564870834350586
length,0.0,5.0,-40.0,-30.0,normal,0.0,0.09459645443779487,0.15689940452575685
box_height,0.0,5.0,-40.0,-30.0,normal,0.0,0.07494007900500982,0.07622568607330323
score,0.0,5.0,-40.0,-30.0,normal,0.593222439289093,0.18121224899859875,5
fp_score,0.0,5.0,-40.0,-30.0,normal,0.0633214522153139,0.04174762098209499,30
fp_rate,0.0,5.0,-40.0,-30.0,poisson,0.00422237860661506,30,
distal,0.0,5.0,-30.0,-20.0,normal,0.0,0.12887674724744627,0.1703739505295345
perpendicular,0.0,5.0,-30.0,-20.0,normal,0.0,0.15218667847280187,0.16461336556738224
height,0.0,5.0,-30.0,-20.0,normal,0.0,0.04878598672309973,0.046694851420563614
yaw,0.0,5.0,-30.0,-20.0,normal,0.0,0.040267023066803326,0.046949653127275885
width,0.0,5.0,-30.0,-20.0,normal,0.0,0.4191002181444943,0.41600957383667586
length,0.0,5.0,-30.0,-20.0,normal,0.0,0.15491109755308533,0.19772291905142267
box_height,0.0,5.0,-30.0,-20.0,normal,0.0,0.07456204683910583,0.07345914751603108
fp_score,0.0,5.0,-30.0,-20.0,normal,0.04423033933226879,0.007794951458574047,39
fp_rate,0.0,5.0,-30.0,-20.0,poisson,0.005489092188599578,39,
distal,0.0,5.0,-20.0,-10.0,normal,0.0,0.12887674724744627,0.1703739505295345
perpendicular,0.0,5.0,-20.0,-10.0,normal,0.0,0.15218667847280187,0.16461336556738224
height,0.0,5.0,-20.0,-10.0,normal,0.0,0.04878598672309973,0.046694851420563614
yaw,0.0,5.0,-20.0,-10.0,normal,0.0,0.040267023066803326,0.046949653127275885
width,0.0,5.0,-20.0,-10.0,normal,0.0,0.4191002181444943,0.41600957383667586
length,0.0,5.0,-20.0,-10.0,normal,0.0,0.15491109755308533,0.19772291905142267
box_height,0.0,5.0,-20.0,-10.0,normal,0.0,0.07456204683910583,0.07345914751603108
fp_score,0.0,5.0,-20.0,-10.0,normal,0.040387395303696394,0.006943568540446837,24
fp_rate,0.0,5.0,-20.0,-10.0,poisson,0.003377902885292048,24,
distal,0.0,5.0,-10.0,0.0,normal,0.0,0.12887674724744627,0.1703739505295345
perpendicular,0.0,5.0,-10.0,0.0,normal,0.0,0.15218667847280187,0.16461336556738224
height,0.0,5.0,-10.0,0.0,normal,0.0,0.04878598672309973,0.046694851420563614
yaw,0.0,5.0,-10.0,0.0,normal,0.0,0.040267023066803326,0.046949653127275885
width,0.0,5.0,-10.0,0.0,normal,0.0,0.4191002181444943,0.41600957383667586
length,0.0,5.0,-10.0,0.0,normal,0.0,0.15491109755308533,0.19772291905142267
box_height,0.0,5.0,-10.0,0.0,normal,0.0,0.07456204683910583,0.07345914751603108
fp_score,0.0,5.0,-10.0,0.0,normal,0.035255370661616325,0.002628607675433159,2
fp_rate,0.0,5.0,-10.0,0.0,poisson,0.00028149190710767064,2,
distal,0.0,5.0,20.0,30.0,normal,0.0,0.12887674724744627,0.1703739505295345
perpendicular,0.0,5.0,20.0,30.0,normal,0.0,0.15218667847280187,0.16461336556738224
height,0.0,5.0,20.0,30.0,normal,0.0,0.04878598672309973,0.046694851420563614
yaw,0.0,5.0,20.0,30.0,normal,0.0,0.040267023066803326,0.046949653127275885
width,0.0,5.0,20.0,30.0,normal,0.0,0.4191002181444943,0.41600957383667586
length,0.0,5.0,20.0,30.0,normal,0.0,0.15491109755308533,0.19772291905142267
box_height,0.0,5.0,20.0,30.0,normal,0.0,0.07456204683910583,0.07345914751603108
fp_score,0.0,5.0,20.0,30.0,normal,0.04392637684941292,0.006819224806629879,4
fp_rate,0.0,5.0,20.0,30.0,poisson,0.0005629838142153413,4,
miss_detection,0.0,5.0,30.0,40.0,constant,0.0,,
fp_score,0.0,5.0,30.0,40.0,normal,0.0687442800650994,0.04456688128235271,6
fp_rate,0.0,5.0,30.0,40.0,poisson,0.000844475721323012,6,
miss_detection,0.0,5.0,40.0,50.0,constant,0.0,,
distal,0.0,5.0,40.0,50.0,normal,0.0,0.18196372452069312,0.25202773638697634
perpendicular,0.0,5.0,40.0,50.0,normal,0.0,0.1231420099602334,0.17437207157707024
height,0.0,5.0,40.0,50.0,normal,0.0,0.04484333580219026,0.06369021038214366
yaw,0.0,5.0,40.0,50.0,normal,0.0,0.03910895464460478,0.040607353553758184
width,0.0,5.0,40.0,50.0,normal,0.0,0.31335472496974287,0.41582320133845013
length,0.0,5.0,40.0,50.0,normal,0.0,0.10234931740597963,0.18113666772842407
