# DAIR-V2X-Seq SPD PointPillars (infrastructure node yizhuang16, train-calibrated)
# MAE linear: abs_error = intercept + slope * d ; quad: quad_a*d^2+quad_b*d+quad_c
# bias_*/std_*/var_*: signed-bias / std / variance fits (linear + quad in range)

error_type,intercept,slope,quad_a,quad_b,quad_c,bias_intercept,bias_slope,bias_quad_a,bias_quad_b,bias_quad_c,std_intercept,std_slope,std_quad_a,std_quad_b,std_quad_c,var_intercept,var_slope,var_quad_a,var_quad_b,var_quad_c,polar_a,polar_b,polar_c,polar_d,polar_std_a,polar_std_b,polar_std_c,polar_std_d,unit,notes
radial,0.0656739,0.000141541,2.24211e-06,-0.000107926,0.0708646,-0.015374,-0.000187182,-1.74505e-05,0.00175443,-0.055774,0.0984184,9.2551e-05,-5.62015e-06,0.000717873,0.0854071,0.0120806,-5.14043e-06,-4.97866e-07,5.02542e-05,0.0109279,-0.00865017,-9.59729e-05,0.6,0.3,0.292995,2.26378e-16,-0.6,-0.190513,meters,Range error
lateral,0.0399308,0.000785024,1.34766e-05,-0.00071444,0.0711307,0.00991914,-0.00050998,-2.05613e-05,0.00177776,-0.0376827,0.0530672,0.00113918,-7.58432e-07,0.00122357,0.0513114,1.58792e-05,0.000276264,1.07296e-06,0.000156883,0.0024999,0.0743417,-0.0032073,-0.580702,-0.299999,0.0223673,0.000396093,0.6,0.3,meters,Cross-range error
vertical,0.00390914,0.00109001,1.08834e-05,-0.000120928,0.0291055,-0.00641843,5.25025e-05,-9.95676e-06,0.00116033,-0.0294695,0.00569909,0.00147636,1.19498e-05,0.000146773,0.0333642,-0.00533048,0.000266479,3.28868e-06,-9.94339e-05,0.0022832,-0.00343705,2.74009e-05,0.599749,0.3,0.00138711,0.00059777,0.6,0.3,meters,Vertical error
yaw,0.100724,4.63087e-05,-0.00012471,0.0139221,-0.187995,-0.00954966,-0.000336931,-7.40759e-05,0.00790506,-0.181044,0.241224,-0.000162167,-0.000474611,0.0526451,-0.857555,0.20169,-0.00107495,-0.000440318,0.0479167,-0.817696,-0.0709658,-0.00225972,-0.6,-0.3,0.0503555,2.8067e-33,0.599999,0.3,radians,Heading angle
width,0.0641897,0.000158941,-8.39976e-06,0.00109353,0.0447433,-0.015986,3.79689e-05,1.72609e-07,1.87636e-05,-0.0155864,0.0813833,0.000288533,-9.74252e-06,0.00137253,0.0588283,0.00660549,5.41659e-05,-1.89179e-06,0.000264654,0.00222579,-0.00895123,2.55035e-05,0.599783,0.3,0.227091,0.00039243,-0.599998,-0.129514,meters,Width error
length,0.139072,-0.000423552,-1.57416e-05,0.00132793,0.102629,-0.0207724,0.000104553,-2.84069e-05,0.00326522,-0.0865376,0.196736,-0.00058976,-1.91248e-05,0.00153815,0.15246,0.0457205,-0.000283729,-6.36211e-06,0.000424146,0.0309915,-0.139042,0.000566246,-0.6,-0.3,0.517428,1.40873e-27,-0.599999,-0.21669,meters,Length error
box_height,0.0377439,0.000468069,-5.83188e-06,0.00111695,0.0242424,-0.00809706,-7.24332e-05,6.03781e-06,-0.000744226,0.00588118,0.0516291,0.000643014,-5.5171e-06,0.00125687,0.0388564,0.00189832,0.000110077,-6.76082e-07,0.000185301,0.000333112,-0.00456207,-3.61521e-05,0.599998,0.3,0.132421,0.00144339,-0.6,-0.124621,meters,Box height error
miss_rate,-0.145823,0.00682364,0.000295848,-0.0305275,0.739414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,rate,Miss rate
