# CenterPoint fine-tuned 54m on V2V4Real (tesla) - Polar binned error distributions (angle+distance)
# normal: param1=mu (0), param2=std, param3=mae (for GPEM covariance)
# constant for miss_detection: param1=miss_rate

error_type,dist_min,dist_max,angle_min,angle_max,distribution,param1,param2,param3
miss_detection,5.0,10.0,-100.0,-90.0,constant,0.068966,,
distal,5.0,10.0,-100.0,-90.0,normal,0.0,0.080418,0.091158
perpendicular,5.0,10.0,-100.0,-90.0,normal,0.0,0.133557,0.138603
height,5.0,10.0,-100.0,-90.0,normal,0.0,0.056148,0.073893
yaw,5.0,10.0,-100.0,-90.0,normal,0.0,0.026197,0.038365
width,5.0,10.0,-100.0,-90.0,normal,0.0,0.195562,0.241791
length,5.0,10.0,-100.0,-90.0,normal,0.0,0.094553,0.110466
box_height,5.0,10.0,-100.0,-90.0,normal,0.0,0.094902,0.150612
miss_detection,5.0,10.0,-90.0,-80.0,constant,0.0,,
distal,5.0,10.0,-90.0,-80.0,normal,0.0,0.05734,0.066954
perpendicular,5.0,10.0,-90.0,-80.0,normal,0.0,0.041756,0.057919
height,5.0,10.0,-90.0,-80.0,normal,0.0,0.039221,0.066262
yaw,5.0,10.0,-90.0,-80.0,normal,0.0,0.172478,0.083958
width,5.0,10.0,-90.0,-80.0,normal,0.0,0.168563,0.18723
length,5.0,10.0,-90.0,-80.0,normal,0.0,0.081138,0.091233
box_height,5.0,10.0,-90.0,-80.0,normal,0.0,0.071366,0.121731
miss_detection,5.0,10.0,-80.0,-70.0,constant,0.071429,,
distal,5.0,10.0,-80.0,-70.0,normal,0.0,0.07186,0.093081
perpendicular,5.0,10.0,-80.0,-70.0,normal,0.0,0.09264,0.115187
height,5.0,10.0,-80.0,-70.0,normal,0.0,0.044107,0.05826
yaw,5.0,10.0,-80.0,-70.0,normal,0.0,0.014726,0.032571
width,5.0,10.0,-80.0,-70.0,normal,0.0,0.19408,0.189852
length,5.0,10.0,-80.0,-70.0,normal,0.0,0.072703,0.114769
box_height,5.0,10.0,-80.0,-70.0,normal,0.0,0.065391,0.111153
miss_detection,5.0,10.0,-70.0,-60.0,constant,0.0,,
distal,5.0,10.0,-70.0,-60.0,normal,0.0,0.053016,0.056442
perpendicular,5.0,10.0,-70.0,-60.0,normal,0.0,0.053358,0.076863
height,5.0,10.0,-70.0,-60.0,normal,0.0,0.049838,0.064612
yaw,5.0,10.0,-70.0,-60.0,normal,0.0,0.026116,0.035649
width,5.0,10.0,-70.0,-60.0,normal,0.0,0.171767,0.22235
length,5.0,10.0,-70.0,-60.0,normal,0.0,0.073282,0.103988
box_height,5.0,10.0,-70.0,-60.0,normal,0.0,0.086613,0.132664
miss_detection,5.0,10.0,-60.0,-50.0,constant,0.0,,
distal,5.0,10.0,-60.0,-50.0,normal,0.0,0.072533,0.098858
perpendicular,5.0,10.0,-60.0,-50.0,normal,0.0,0.069961,0.084777
height,5.0,10.0,-60.0,-50.0,normal,0.0,0.048697,0.054152
yaw,5.0,10.0,-60.0,-50.0,normal,0.0,0.026344,0.033865
width,5.0,10.0,-60.0,-50.0,normal,0.0,0.16308,0.2318
length,5.0,10.0,-60.0,-50.0,normal,0.0,0.085839,0.134073
box_height,5.0,10.0,-60.0,-50.0,normal,0.0,0.083549,0.120938
miss_detection,5.0,10.0,-50.0,-40.0,constant,0.0,,
distal,5.0,10.0,-50.0,-40.0,normal,0.0,0.107883,0.110586
perpendicular,5.0,10.0,-50.0,-40.0,normal,0.0,0.074637,0.07664
height,5.0,10.0,-50.0,-40.0,normal,0.0,0.036294,0.050873
yaw,5.0,10.0,-50.0,-40.0,normal,0.0,0.023884,0.024787
width,5.0,10.0,-50.0,-40.0,normal,0.0,0.213958,0.255536
length,5.0,10.0,-50.0,-40.0,normal,0.0,0.095926,0.149235
box_height,5.0,10.0,-50.0,-40.0,normal,0.0,0.091699,0.094282
miss_detection,5.0,10.0,-40.0,-30.0,constant,0.006061,,
distal,5.0,10.0,-40.0,-30.0,normal,0.0,0.124191,0.147448
perpendicular,5.0,10.0,-40.0,-30.0,normal,0.0,0.073914,0.081705
height,5.0,10.0,-40.0,-30.0,normal,0.0,0.045011,0.061328
yaw,5.0,10.0,-40.0,-30.0,normal,0.0,0.020324,0.025225
width,5.0,10.0,-40.0,-30.0,normal,0.0,0.241331,0.277029
length,5.0,10.0,-40.0,-30.0,normal,0.0,0.100355,0.144696
box_height,5.0,10.0,-40.0,-30.0,normal,0.0,0.097161,0.085664
miss_detection,5.0,10.0,-30.0,-20.0,constant,0.013333,,
distal,5.0,10.0,-30.0,-20.0,normal,0.0,0.132411,0.149601
perpendicular,5.0,10.0,-30.0,-20.0,normal,0.0,0.062796,0.076305
height,5.0,10.0,-30.0,-20.0,normal,0.0,0.041684,0.053941
yaw,5.0,10.0,-30.0,-20.0,normal,0.0,0.023427,0.026547
width,5.0,10.0,-30.0,-20.0,normal,0.0,0.266274,0.317426
length,5.0,10.0,-30.0,-20.0,normal,0.0,0.114405,0.156678
box_height,5.0,10.0,-30.0,-20.0,normal,0.0,0.075296,0.085211
miss_detection,5.0,10.0,-20.0,-10.0,constant,0.021277,,
distal,5.0,10.0,-20.0,-10.0,normal,0.0,0.138485,0.158092
perpendicular,5.0,10.0,-20.0,-10.0,normal,0.0,0.044246,0.065065
height,5.0,10.0,-20.0,-10.0,normal,0.0,0.041306,0.053023
yaw,5.0,10.0,-20.0,-10.0,normal,0.0,0.023666,0.028061
width,5.0,10.0,-20.0,-10.0,normal,0.0,0.250796,0.30719
length,5.0,10.0,-20.0,-10.0,normal,0.0,0.099288,0.130688
box_height,5.0,10.0,-20.0,-10.0,normal,0.0,0.070182,0.084952
miss_detection,5.0,10.0,-10.0,0.0,constant,0.0,,
miss_detection,5.0,10.0,0.0,10.0,constant,0.0,,
distal,5.0,10.0,0.0,10.0,normal,0.0,0.05617,0.04837
perpendicular,5.0,10.0,0.0,10.0,normal,0.0,0.064241,0.045362
height,5.0,10.0,0.0,10.0,normal,0.0,0.039168,0.056048
yaw,5.0,10.0,0.0,10.0,normal,0.0,0.023342,0.037927
width,5.0,10.0,0.0,10.0,normal,0.0,0.113386,0.17711
length,5.0,10.0,0.0,10.0,normal,0.0,0.03873,0.137273
box_height,5.0,10.0,0.0,10.0,normal,0.0,0.073058,0.101255
miss_detection,5.0,10.0,10.0,20.0,constant,0.0,,
distal,5.0,10.0,10.0,20.0,normal,0.0,0.072278,0.106452
perpendicular,5.0,10.0,10.0,20.0,normal,0.0,0.051348,0.054276
height,5.0,10.0,10.0,20.0,normal,0.0,0.046016,0.067159
yaw,5.0,10.0,10.0,20.0,normal,0.0,0.013847,0.017689
width,5.0,10.0,10.0,20.0,normal,0.0,0.175945,0.230232
length,5.0,10.0,10.0,20.0,normal,0.0,0.061393,0.200142
box_height,5.0,10.0,10.0,20.0,normal,0.0,0.059787,0.13752
miss_detection,5.0,10.0,20.0,30.0,constant,0.0,,
distal,5.0,10.0,20.0,30.0,normal,0.0,0.098056,0.130146
perpendicular,5.0,10.0,20.0,30.0,normal,0.0,0.039299,0.059567
height,5.0,10.0,20.0,30.0,normal,0.0,0.049814,0.079797
yaw,5.0,10.0,20.0,30.0,normal,0.0,0.01437,0.027651
width,5.0,10.0,20.0,30.0,normal,0.0,0.174756,0.342394
length,5.0,10.0,20.0,30.0,normal,0.0,0.07272,0.131405
box_height,5.0,10.0,20.0,30.0,normal,0.0,0.102559,0.170661
miss_detection,5.0,10.0,30.0,40.0,constant,0.0,,
distal,5.0,10.0,30.0,40.0,normal,0.0,0.098664,0.130797
perpendicular,5.0,10.0,30.0,40.0,normal,0.0,0.059579,0.061715
height,5.0,10.0,30.0,40.0,normal,0.0,0.043023,0.053998
