# DAIR-V2X-Seq SPD PointPillars (infrastructure node yizhuang06, train-calibrated)
# MAE linear: abs_error = intercept + slope * d ; quad: quad_a*d^2+quad_b*d+quad_c
# bias_*/std_*/var_*: signed-bias / std / variance fits (linear + quad in range)

error_type,intercept,slope,quad_a,quad_b,quad_c,bias_intercept,bias_slope,bias_quad_a,bias_quad_b,bias_quad_c,std_intercept,std_slope,std_quad_a,std_quad_b,std_quad_c,var_intercept,var_slope,var_quad_a,var_quad_b,var_quad_c,polar_a,polar_b,polar_c,polar_d,polar_std_a,polar_std_b,polar_std_c,polar_std_d,unit,notes
radial,0.0830597,-0.000287478,3.38278e-05,-0.00346538,0.138067,-0.00691318,-2.13822e-06,1.42759e-05,-0.00134326,0.0163009,0.126481,-0.000537136,6.11563e-05,-0.00628237,0.225927,0.0197659,-0.000176781,1.61577e-05,-0.0016947,0.04604,-0.0440087,-0.000143972,-0.6,-0.3,0.0386069,1.12443e-41,0.599999,0.3,meters,Range error
lateral,0.0301457,0.000636164,8.86274e-06,-0.000196433,0.0445574,0.00790344,1.02208e-05,4.70441e-06,-0.000431728,0.0155533,0.0373637,0.000985704,4.98275e-06,0.000517607,0.0454662,-0.000246549,0.00017085,1.6158e-06,1.90565e-05,0.0023809,0.0414727,-5.49014e-05,-0.532242,-0.299999,0.103155,0.00237239,-0.6,-0.150924,meters,Cross-range error
vertical,0.00637339,0.000751404,1.02186e-05,-0.000208567,0.0229899,0.00415782,6.24473e-05,-9.30771e-06,0.000936846,-0.0109775,0.00580366,0.00108792,1.97455e-05,-0.000767042,0.0379119,-0.002768,0.000150983,4.30047e-06,-0.000253018,0.00422501,0.00228353,3.31358e-05,0.599968,0.3,0.00874853,0.00117146,-0.0824014,-0.299997,meters,Vertical error
yaw,0.0932367,0.000183576,-5.08107e-05,0.00495691,0.0106132,-0.102812,0.00152486,-7.40953e-05,0.00848563,-0.223299,0.0295748,0.0036081,-0.000317921,0.0334747,-0.487397,-0.00739652,0.00256046,-0.000237427,0.0248652,-0.393477,-0.05533,0.00081954,0.599252,0.3,0.0953626,0.00753753,-0.6,-0.259024,radians,Heading angle
width,0.0562338,0.000812291,-1.01594e-06,0.000907732,0.0545818,-0.00596305,-0.000389723,1.81879e-05,-0.00209835,0.0236123,0.0762442,0.000979637,-1.84132e-06,0.00115262,0.07325,0.00425056,0.000241206,5.14022e-07,0.000192917,0.00508642,-0.0312036,-0.00297183,-0.6,-0.3,0.0434929,0.000661969,0.439215,-0.159966,meters,Width error
length,0.104564,0.000101042,1.88296e-06,-7.58497e-05,0.107626,0.0083205,3.20274e-05,3.24106e-05,-0.00301274,0.0610236,0.156442,-1.39345e-05,-3.01662e-06,0.000269457,0.151537,0.0247014,-6.71694e-07,-1.33463e-06,0.000124708,0.0225311,0.00470464,1.38195e-05,0.599997,0.3,0.299386,0.000394577,-0.599997,-0.0822606,meters,Length error
box_height,0.0209328,0.000779469,7.26384e-06,9.70779e-05,0.0327445,-0.0124293,0.0001191,6.71915e-06,-0.000512121,-0.00150327,0.0291487,0.00104196,1.21515e-05,-9.95943e-05,0.0489083,-0.00120883,0.000173139,2.85013e-06,-9.46125e-05,0.00342578,-0.00669809,6.38007e-05,0.599999,0.3,0.0584178,0.00236085,-0.6,-0.0831528,meters,Box height error
miss_rate,0.0368373,0.0055514,0.000133103,-0.00907801,0.322974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,rate,Miss rate
