# normal: param1=mu (0), param2=std, param3=mae (for GPEM covariance)
# constant for miss_detection: param1=miss_rate
# score: P(score | TP, cell) — param1=mean, param2=std, param3=n_matched
# fp_score: P(score | FP, cell) — param1=mean, param2=std, param3=n_fp
# fp_rate: poisson — param1=lambda (FPs/ego-frame in cell), param2=n_fp

error_type,dist_min,dist_max,angle_min,angle_max,distribution,param1,param2,param3
perpendicular,0.0,5.0,20.0,30.0,normal,0.0,0.1338211398378534,0.1528738974612238
height,0.0,5.0,20.0,30.0,normal,0.0,0.05143297837910443,0.05332311861016974
yaw,0.0,5.0,20.0,30.0,normal,0.0,0.0926999784572843,0.047905274190485375
width,0.0,5.0,20.0,30.0,normal,0.0,0.30230650663326186,0.27935321040612543
length,0.0,5.0,20.0,30.0,normal,0.0,0.1708206809376774,0.1398779850967897
box_height,0.0,5.0,20.0,30.0,normal,0.0,0.07194283219963891,0.08105651365828498
fp_score,0.0,5.0,20.0,30.0,normal,0.0361786600202322,0.0030401293994201674,5
fp_rate,0.0,5.0,20.0,30.0,poisson,0.0007037297677691766,5,
miss_detection,0.0,5.0,30.0,40.0,constant,0.0,,
distal,0.0,5.0,30.0,40.0,normal,0.0,0.04334949771104875,0.10130869922913231
perpendicular,0.0,5.0,30.0,40.0,normal,0.0,0.01239025062680623,0.016338778862031354
height,0.0,5.0,30.0,40.0,normal,0.0,0.07535492917316317,0.08750596642494202
yaw,0.0,5.0,30.0,40.0,normal,0.0,0.022807502126215788,0.03424890758469701
width,0.0,5.0,30.0,40.0,normal,0.0,0.21711174306390918,0.36460185050964355
length,0.0,5.0,30.0,40.0,normal,0.0,0.026526975174520028,0.18141567707061768
box_height,0.0,5.0,30.0,40.0,normal,0.0,0.08334009312355686,0.10151416063308716
score,0.0,5.0,30.0,40.0,normal,0.750226229429245,0.04894324318743696,4
fp_score,0.0,5.0,30.0,40.0,normal,0.04020997671329457,0.009460115558314785,23
fp_rate,0.0,5.0,30.0,40.0,poisson,0.0032371569317382123,23,
miss_detection,0.0,5.0,40.0,50.0,constant,0.0196078431372549,,
distal,0.0,5.0,40.0,50.0,normal,0.0,0.11822383454981267,0.1647796134552981
perpendicular,0.0,5.0,40.0,50.0,normal,0.0,0.09009602183904747,0.1176247933778493
height,0.0,5.0,40.0,50.0,normal,0.0,0.055320514377779254,0.05429679036140442
yaw,0.0,5.0,40.0,50.0,normal,0.0,0.20847224282711607,0.07182823689188808
width,0.0,5.0,40.0,50.0,normal,0.0,0.4223532912462071,0.4041343951225281
length,0.0,5.0,40.0,50.0,normal,0.0,0.3413886649599957,0.17891119480133055
box_height,0.0,5.0,40.0,50.0,normal,0.0,0.09384459949929846,0.10248581171035767
score,0.0,5.0,40.0,50.0,normal,0.6535385167598724,0.09483519627679268,51
fp_score,0.0,5.0,40.0,50.0,normal,0.03736127465963364,0.0054323356875360905,5
fp_rate,0.0,5.0,40.0,50.0,poisson,0.0007037297677691766,5,
miss_detection,0.0,5.0,50.0,60.0,constant,0.0,,
distal,0.0,5.0,50.0,60.0,normal,0.0,0.12127279578502592,0.12285180321717215
perpendicular,0.0,5.0,50.0,60.0,normal,0.0,0.10015691980227474,0.10081276027472047
height,0.0,5.0,50.0,60.0,normal,0.0,0.04385431028654643,0.05484544400012854
yaw,0.0,5.0,50.0,60.0,normal,0.0,0.025895692718588288,0.030910531704747966
width,0.0,5.0,50.0,60.0,normal,0.0,0.26969310924357504,0.26759407737038354
length,0.0,5.0,50.0,60.0,normal,0.0,0.09782224939083199,0.09559348568771825
box_height,0.0,5.0,50.0,60.0,normal,0.0,0.0661996717002997,0.08177214608047947
score,0.0,5.0,50.0,60.0,normal,0.7439568795941093,0.06750033054039445,165
fp_score,0.0,5.0,50.0,60.0,normal,0.061999110954588856,0.07280294775022703,29
