range_lo,range_hi,angle_lo,angle_hi,gt_count,missed,miss_rate,source,n_fp,fp_per_frame,score_mean,score_std,fp_score_mean,fp_score_std,x_mean,y_mean,z_mean,distal_mean,perp_mean,yaw_mean,width_mean,length_mean,box_height_mean,x_std,y_std,z_std,distal_std,perp_std,yaw_std,width_std,length_std,box_height_std,n_fp_car,n_fp_truck,n_fp_bus,n_fp_construction_vehicle,fp_width_mean,fp_width_std,fp_length_mean,fp_length_std,fp_height_mean,fp_height_std,fp_yaw_std
0.0,5.0,-180.0,-170.0,631,314,0.4976228209191759,measured,1509,0.04418870245102346,0.8810220919417259,0.246477484656847,0.02917409123006697,0.13532736184308172,0.10628764148014201,0.1362479189502616,0.04502396012894363,0.1059347970331245,0.13649453352839347,0.08135829403559026,0.2528779371303715,0.14388574015830968,0.07062376927502148,0.11031218504290603,0.2030107931267459,0.04493211217441194,0.10668836646701746,0.20495700036738299,0.15567449789399454,0.35099617017309465,0.15797043908810068,0.08102102153781568,1254,195,34,26,1.43099593205749,0.7311441039423511,3.144387016654252,2.5326338403850106,1.8073629559547875,0.6195613724181555,1.740366359708959
0.0,5.0,-170.0,-160.0,726,253,0.3484848484848485,measured,1316,0.03853699961931535,0.8885685186911902,0.24955013208357346,0.02675738826954573,0.1279759311267125,0.11837961633412077,0.10047817016000728,0.04606372974891743,0.12942162836160012,0.0872864223894526,0.04223618431772512,0.16469759215260157,0.09285154327529681,0.06284861635204098,0.101663215184134,0.13986493134352057,0.05505330272381689,0.1081070289923603,0.1339820788185762,0.1100579643512394,0.306317766955007,0.10746287700927441,0.12704289769782018,1053,175,69,19,1.4265475774970824,0.7373346897702107,3.272228081266206,2.9284064776875263,1.8442672620156615,0.7516536141348085,1.719352116669389
0.0,5.0,-160.0,-150.0,575,170,0.2956521739130435,measured,1195,0.03499370406161235,0.834385279049798,0.31404110404943164,0.04051965353513628,0.16668524811910393,0.0892474819112707,0.12539569213066573,0.04286036601773015,0.10962157687953568,0.10547019393918845,0.048116711531251785,0.18635301406000868,0.09320462382869955,0.06821369992362128,0.09820710722728149,0.1882509477723782,0.04760658521375401,0.13407002884696728,0.16630280610208628,0.1156961924151385,0.32851860418308637,0.0983766754485206,0.0912300371790335,1018,104,40,33,1.481788254532355,0.6422404550411906,3.2403650222961873,2.3955186943500784,1.7377343182783247,0.5314729010373681,1.7359518780938263
0.0,5.0,-150.0,-140.0,520,171,0.32884615384615384,measured,988,0.028932033148847697,0.8537061057990166,0.28371419794990915,0.04032014084752246,0.15876479395780213,0.10506384830420201,0.12591635326942946,0.046503269313741206,0.1366186878937503,0.10000201445178579,0.04748388812863773,0.26483592997307764,0.09786527029593559,0.0719894626762259,0.09265705459240181,0.23755225499849364,0.0519487936852308,0.15877537169020461,0.19502578401375809,0.10531003409957795,0.32330719658814044,0.08495659472422569,0.087814006866378,857,72,16,43,1.5635390628264982,0.6429672895724436,3.3183283417632707,2.185620326959244,1.7493378564655058,0.5445319197602823,1.7264364887849246
0.0,5.0,-140.0,-130.0,347,175,0.5043227665706052,measured,881,0.025798705672201237,0.7199094488588703,0.35115084993304735,0.032569613169628184,0.13365439758279635,0.1338394145632899,0.18167477153068365,0.06339846690033757,0.17020104979605405,0.15041305364590193,0.07518141308557352,0.1775617524115152,0.10373689641439637,0.10721365656963615,0.10529576211525105,0.1895953943219149,0.055010234175626414,0.14012169213269166,0.16348012082204835,0.1437173703444952,0.22380539640417138,0.10470828237030987,0.09422703718440961,752,83,22,24,1.350387082129683,0.6157255593951187,2.59703221181397,1.8502812623681824,1.6796841741826016,0.40557181602052317,1.7296522327788177
0.0,5.0,-130.0,-120.0,163,127,0.7791411042944786,measured,690,0.0202055697092155,0.7038234308775928,0.30180098156150004,0.0176960282184629,0.09863664763911159,0.11437121695942348,0.19772052102618748,0.054816229475869074,0.15418049963740643,0.17605047612741234,0.06959347563384435,0.24967827565140194,0.10016796820693546,0.10539207193586561,0.1148237404566917,0.2679428145976869,0.049115851371557516,0.19950504698299443,0.20635978916888578,0.08045133624033333,0.25975425803610847,0.07670609095156099,0.07504156809445947,650,29,2,9,1.1475270251433054,0.4718623485856199,1.891830875951311,1.1687664507785502,1.578167573351791,0.27558047751601583,1.7397963909845602
0.0,5.0,-120.0,-110.0,33,15,0.45454545454545453,measured,1166,0.03414448446513807,0.6542080636653635,0.3376265884737451,0.0037034585738297404,0.004722258564829916,0.07700206504927741,0.11038339800304836,0.052630755636427135,0.11030023283473041,0.07399076401849008,0.09504150605147466,0.058171126577589244,0.06781136824025048,0.04478455252117581,0.04891276838664237,0.10565625784420649,0.034109136378177383,0.09775024732870419,0.06688520713267493,0.1064465038733311,0.049541816235973674,0.05035759039640869,0.04623371450348022,1160,3,1,2,1.382863465012858,0.3641654098836888,1.757654508815417,0.5963702522253531,1.480521093050775,0.1362042398803531,1.5539842413895373
0.0,5.0,-110.0,-100.0,50,2,0.04,measured,638,0.01868283112243404,0.7248959059264356,0.39917955621851514,0.007587442156671894,0.039677425811777155,0.05655499671896299,0.12210157513618469,0.04696045567591985,0.11775896938299257,0.06080939857749786,0.10257612301232699,0.08432049800952275,0.0455147015551726,0.051049758990605675,0.03980212249614644,0.09622403107611477,0.032729695788790675,0.0968376327573979,0.04481127617906425,0.1548337054358986,0.07352683429941047,0.03702582285659226,0.029996399551718213,627,0,0,11,1.4760775975299105,0.35299038734295735,1.9982713094699345,0.8009635715423555,1.466660859162531,0.17056699666885616,0.9675235393496145
0.0,5.0,-100.0,-90.0,48,5,0.10416666666666667,measured,331,0.009692816773551202,0.6193504876262227,0.4548688074425085,0.0074794692215242415,0.009926632596129654,0.05025197175699611,0.09427434899086176,0.028546496879222782,0.09526067542874259,0.04543913792143524,0.051963983580123545,0.09010559736296188,0.03171251956806626,0.05038834727087686,0.031130828615461088,0.05616828973839073,0.020355679481054954,0.05715540361070748,0.03362836757042221,0.05377870929649359,0.0828079197446036,0.051204339460938574,0.05172123136746647,301,1,1,28,1.3345904695123345,0.4214170730192799,2.250948227424276,0.9534423480879762,1.5192145388292042,0.21675410415961024,0.7641664018176709
0.0,5.0,-90.0,-80.0,52,2,0.038461538461538464,measured,113,0.0033090280828135523,0.9183723480813205,0.22864549233839068,0.018641551313674554,0.09114067536722224,0.035259423404932023,0.08777525901794433,0.054970704317092896,0.08826481005887052,0.03357302969261651,0.05148159265518189,0.14438810110092162,0.06207943201065064,0.01915299654006958,0.02712893809548615,0.054243815774026004,0.017930199671564496,0.05379254007745263,0.02854174978827567,0.05937816393512653,0.04467911243654277,0.023935962576734145,0.019372311274289893,110,0,0,3,1.5181851637574424,0.39061981145661473,2.975839145943127,1.2397268529089491,1.538507819703195,0.18052836559421181,0.6776226858171792
0.0,5.0,-80.0,-70.0,165,6,0.03636363636363636,measured,172,0.0050367507101232835,0.7295209457863521,0.3892515442878724,0.015479690254514301,0.0730027620507657,0.03193195473473027,0.07014619179491727,0.03508655586332645,0.07309858068924587,0.029407813988808422,0.0356989097166455,0.11805533106971837,0.028339578857961692,0.0628022941403419,0.021601515658069788,0.045959499715023784,0.022814767167065774,0.044734938027557306,0.017595520639621567,0.04931567926086383,0.1662897372377623,0.024845950485083146,0.04135218492668889,128,0,1,43,0.915167523677959,0.38765240856938477,2.0288617867369982,0.7730087333615916,1.5509366691112518,0.11240425475169379,1.0238682383199758
0.0,5.0,-70.0,-60.0,426,137,0.3215962441314554,measured,189,0.005534569094263375,0.7596209021317402,0.3429573064055281,0.011360478843685495,0.07025642407008095,0.04812966127296633,0.12598916981047,0.033186823335898376,0.12371773696693047,0.05929727617725694,0.0820098277645851,0.036110182946941016,0.0616037853345739,0.034524831598605255,0.04257329519044412,0.13730039545784697,0.02855531286398836,0.12595395354590339,0.06455211417089078,0.26984269782407644,0.03760156438977182,0.07705083877295321,0.049788342999160344,185,3,0,1,1.31543595671023,0.47704004901263886,1.5381027863769936,1.0516875082044683,1.3743730382944541,0.32803826736660086,1.6432861846461653
0.0,5.0,-60.0,-50.0,678,385,0.5678466076696165,measured,246,0.007203724852850742,0.7033869779570212,0.33292351053034497,0.02054569483412869,0.09125518567342929,0.052398524186716956,0.143770859103154,0.04247817102145823,0.1264036829336539,0.09797793095429912,0.08672064495374684,0.061171484074901805,0.07181725516254178,0.06688298096835817,0.07508344639984979,0.1654635037817216,0.038189077709667056,0.13396076843154475,0.1136147295871478,0.23822878683341564,0.1425836037232955,0.16642637848953723,0.0759740030937426,195,32,3,16,1.3623653019104547,0.5913688352048508,2.4010848358152357,2.328505280973224,1.5918224579919644,0.5047100265468305,1.9329508379947715
0.0,5.0,-50.0,-40.0,959,562,0.5860271115745568,measured,920,0.02694075961228733,0.806068788051502,0.298937255292527,0.02561625836394302,0.12146585850929088,0.08285022022141618,0.19787189281857584,0.052791856773554226,0.16545575679799615,0.14361618974575202,0.051419961484919174,0.15522460673257746,0.09952052534377244,0.07452160960781185,0.0907807198795847,0.2463209578529247,0.04691742806247574,0.17414981292989054,0.1913196894717836,0.1159188840549253,0.2573804178351087,0.1026252813303781,0.07440626611221166,800,77,20,23,1.3239168381561404,0.5822251746600454,2.411781205172124,1.8269670449303421,1.7412778144297392,0.3986825704546184,1.7516880667150831
0.0,5.0,-40.0,-30.0,960,360,0.375,measured,1789,0.052388064072154385,0.8634090341274472,0.258104853083273,0.020824788670436113,0.11115986241119276,0.08012572209040324,0.1423925068974495,0.04854497730731964,0.11926709947164381,0.11639377629054896,0.06601036290012642,0.171393281519413,0.08317634267111619,0.07126107851664225,0.08494873000202019,0.2335119228143021,0.04929372859008613,0.15450113334147883,0.19182572769856157,0.18244767079448806,0.24099907506013837,0.08338011092336285,0.07615872037137268,1648,90,21,30,1.4469650506040381,0.48450012038607554,2.18054481301313,1.78179064654926,1.5886701042922666,0.43713581095394166,1.7705926973897228
0.0,5.0,-30.0,-20.0,1016,422,0.4153543307086614,measured,515,0.015080968696008668,0.830461041981461,0.2802860249846622,0.07315581227128294,0.2260887349247664,0.09074724764133543,0.12488852406190301,0.03955061312275703,0.11193035918316327,0.11065498259175172,0.05674518884556426,0.150772197328834,0.07725069355784041,0.06482940681454309,0.08677303366627646,0.15715242612409838,0.041994555052696225,0.10677546708941524,0.14101319070839347,0.13665895046249515,0.21303689869325657,0.08807278608505442,0.07337912702905597,318,135,33,29,1.6748466680350813,0.7524266388830015,4.200026468455213,2.8997721508845173,1.9803620400938016,0.7223875349580714,1.653523466553946
0.0,5.0,-20.0,-10.0,901,425,0.4716981132075472,measured,753,0.022050426073969957,0.8410700671638933,0.2911127997789689,0.06903356843712093,0.21336398594064618,0.10479491473246022,0.10303910289491926,0.046984341590344404,0.11055636028171704,0.09758166437468455,0.058763537420138644,0.20257759375982926,0.08354378259983383,0.0711101586578273,0.09324382300111726,0.1545636416692835,0.05291429831061345,0.09939587082330047,0.1501963101261515,0.1552202807272671,0.28075627398089,0.08809790740229821,0.08712261314600016,530,129,52,42,1.637279896938785,0.7773563769384295,4.011157388904022,2.988718181489183,1.9472079469388224,0.6560574834877837,1.8224589635276343
