# DAIR-V2X-Seq SPD PointPillars (infrastructure node yizhuang09, train-calibrated) - Polar binned error distributions (angle+distance)
# normal: param1=mu(0), param2=std, param3=mae; miss_detection constant: param1=miss_rate

error_type,dist_min,dist_max,angle_min,angle_max,distribution,param1,param2,param3
miss_detection,0.0,5.0,-180.0,-170.0,constant,1.000000,,
distal,0.0,5.0,-180.0,-170.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-180.0,-170.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-180.0,-170.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-180.0,-170.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-180.0,-170.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-180.0,-170.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-180.0,-170.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-170.0,-160.0,constant,1.000000,,
distal,0.0,5.0,-170.0,-160.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-170.0,-160.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-170.0,-160.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-170.0,-160.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-170.0,-160.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-170.0,-160.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-170.0,-160.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-160.0,-150.0,constant,1.000000,,
distal,0.0,5.0,-160.0,-150.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-160.0,-150.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-160.0,-150.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-160.0,-150.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-160.0,-150.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-160.0,-150.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-160.0,-150.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-150.0,-140.0,constant,1.000000,,
distal,0.0,5.0,-150.0,-140.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-150.0,-140.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-150.0,-140.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-150.0,-140.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-150.0,-140.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-150.0,-140.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-150.0,-140.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-140.0,-130.0,constant,1.000000,,
distal,0.0,5.0,-140.0,-130.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-140.0,-130.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-140.0,-130.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-140.0,-130.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-140.0,-130.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-140.0,-130.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-140.0,-130.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-130.0,-120.0,constant,1.000000,,
distal,0.0,5.0,-130.0,-120.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-130.0,-120.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-130.0,-120.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-130.0,-120.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-130.0,-120.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-130.0,-120.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-130.0,-120.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-120.0,-110.0,constant,1.000000,,
distal,0.0,5.0,-120.0,-110.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-120.0,-110.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-120.0,-110.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-120.0,-110.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-120.0,-110.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-120.0,-110.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-120.0,-110.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-110.0,-100.0,constant,1.000000,,
distal,0.0,5.0,-110.0,-100.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-110.0,-100.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-110.0,-100.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-110.0,-100.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-110.0,-100.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-110.0,-100.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-110.0,-100.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-100.0,-90.0,constant,1.000000,,
distal,0.0,5.0,-100.0,-90.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-100.0,-90.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-100.0,-90.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-100.0,-90.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-100.0,-90.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-100.0,-90.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-100.0,-90.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-90.0,-80.0,constant,1.000000,,
distal,0.0,5.0,-90.0,-80.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-90.0,-80.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-90.0,-80.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-90.0,-80.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-90.0,-80.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-90.0,-80.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-90.0,-80.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-80.0,-70.0,constant,1.000000,,
distal,0.0,5.0,-80.0,-70.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-80.0,-70.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-80.0,-70.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-80.0,-70.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-80.0,-70.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-80.0,-70.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-80.0,-70.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-70.0,-60.0,constant,1.000000,,
distal,0.0,5.0,-70.0,-60.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-70.0,-60.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-70.0,-60.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-70.0,-60.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-70.0,-60.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-70.0,-60.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-70.0,-60.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-60.0,-50.0,constant,1.000000,,
distal,0.0,5.0,-60.0,-50.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-60.0,-50.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-60.0,-50.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-60.0,-50.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-60.0,-50.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-60.0,-50.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-60.0,-50.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-50.0,-40.0,constant,1.000000,,
distal,0.0,5.0,-50.0,-40.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-50.0,-40.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-50.0,-40.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-50.0,-40.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-50.0,-40.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-50.0,-40.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-50.0,-40.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-40.0,-30.0,constant,1.000000,,
distal,0.0,5.0,-40.0,-30.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-40.0,-30.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-40.0,-30.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-40.0,-30.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-40.0,-30.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-40.0,-30.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-40.0,-30.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-30.0,-20.0,constant,1.000000,,
distal,0.0,5.0,-30.0,-20.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-30.0,-20.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-30.0,-20.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-30.0,-20.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-30.0,-20.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-30.0,-20.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-30.0,-20.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-20.0,-10.0,constant,1.000000,,
distal,0.0,5.0,-20.0,-10.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-20.0,-10.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-20.0,-10.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-20.0,-10.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-20.0,-10.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-20.0,-10.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-20.0,-10.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,-10.0,0.0,constant,1.000000,,
distal,0.0,5.0,-10.0,0.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,-10.0,0.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,-10.0,0.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,-10.0,0.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,-10.0,0.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,-10.0,0.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,-10.0,0.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,0.0,10.0,constant,1.000000,,
distal,0.0,5.0,0.0,10.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,0.0,10.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,0.0,10.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,0.0,10.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,0.0,10.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,0.0,10.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,0.0,10.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,10.0,20.0,constant,1.000000,,
distal,0.0,5.0,10.0,20.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,10.0,20.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,10.0,20.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,10.0,20.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,10.0,20.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,10.0,20.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,10.0,20.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,20.0,30.0,constant,1.000000,,
distal,0.0,5.0,20.0,30.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,20.0,30.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,20.0,30.0,normal,0.000000,0.109404,0.069179
yaw,0.0,5.0,20.0,30.0,normal,0.000000,0.431612,0.099393
width,0.0,5.0,20.0,30.0,normal,0.000000,0.109744,0.076470
length,0.0,5.0,20.0,30.0,normal,0.000000,0.197404,0.115708
box_height,0.0,5.0,20.0,30.0,normal,0.000000,0.111161,0.074278
miss_detection,0.0,5.0,30.0,40.0,constant,1.000000,,
distal,0.0,5.0,30.0,40.0,normal,0.000000,0.151520,0.085260
perpendicular,0.0,5.0,30.0,40.0,normal,0.000000,0.125273,0.076727
height,0.0,5.0,30.0,40.0,normal,0.000000,0.109404,0.069179
