Metric,Value
config_name,baseline
run_id,7
total_steps,7000
recorded_steps,5000
wall_time_seconds,646.9933700561523
avg_cav_amota,0.9930966600528968
avg_cis_amota,0.9894453810217952
avg_global_amota,0.4628497237011045
cav_total_mse_violations_gt,103541
cav_total_mse_violations_sensor,103488
cav_total_ttc_violations_gt,30575
cav_total_ttc_violations_sensor,24570
cav_true_positives_mse,103463
cav_false_positives_mse,25
cav_false_negatives_mse,78
cav_true_positives_ttc,21147
cav_false_positives_ttc,3423
cav_false_negatives_ttc,9428
cav_amota,37239.13855866352
cav_total_mse_violations_gt_av,18153
cav_total_mse_violations_gt_non_av,85388
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,103488
cav_total_ttc_violations_gt_av,4965
cav_total_ttc_violations_gt_non_av,25610
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,24570
cis_total_mse_violations_gt,24983
cis_total_mse_violations_sensor,24975
cis_total_ttc_violations_gt,1772
cis_total_ttc_violations_sensor,1764
cis_true_positives_mse,24960
cis_false_positives_mse,15
cis_false_negatives_mse,23
cis_true_positives_ttc,1731
cis_false_positives_ttc,33
cis_false_negatives_ttc,41
cis_amota,4933.374669774671
cis_total_mse_violations_gt_av,4532
cis_total_mse_violations_gt_non_av,20451
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24975
cis_total_ttc_violations_gt_av,202
cis_total_ttc_violations_gt_non_av,1570
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1764
global_total_mse_violations_gt,1137889
global_total_mse_violations_sensor,1351918
global_total_ttc_violations_gt,410983
global_total_ttc_violations_sensor,496165
global_true_positives_mse,1113227
global_false_positives_mse,238691
global_false_negatives_mse,24662
global_true_positives_ttc,373852
global_false_positives_ttc,122313
global_false_negatives_ttc,37131
global_amota,2291.5689820441685
global_total_mse_violations_gt_av,195669
global_total_mse_violations_gt_non_av,942220
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1351918
global_total_ttc_violations_gt_av,58462
global_total_ttc_violations_gt_non_av,352521
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,496165
