Metric,Value
config_name,mal_remove_50pct_trust
run_id,7
total_steps,2500
recorded_steps,2000
wall_time_seconds,48.6922128200531
avg_cav_amota,0.9906757689366388
avg_cis_amota,0.9896905462249243
avg_global_amota,0.5480425443388873
cav_total_mse_violations_gt,11615
cav_total_mse_violations_sensor,11615
cav_total_ttc_violations_gt,2594
cav_total_ttc_violations_sensor,2691
cav_true_positives_mse,11610
cav_false_positives_mse,5
cav_false_negatives_mse,5
cav_true_positives_ttc,2276
cav_false_positives_ttc,415
cav_false_negatives_ttc,318
cav_amota,5058.390476190478
cav_total_mse_violations_gt_av,1612
cav_total_mse_violations_gt_non_av,10003
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,11615
cav_total_ttc_violations_gt_av,371
cav_total_ttc_violations_gt_non_av,2223
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,2691
cis_total_mse_violations_gt,7589
cis_total_mse_violations_sensor,7591
cis_total_ttc_violations_gt,606
cis_total_ttc_violations_sensor,611
cis_true_positives_mse,7585
cis_false_positives_mse,6
cis_false_negatives_mse,4
cis_true_positives_ttc,596
cis_false_positives_ttc,15
cis_false_negatives_ttc,10
cis_amota,1957.6079004329001
cis_total_mse_violations_gt_av,1183
cis_total_mse_violations_gt_non_av,6406
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7591
cis_total_ttc_violations_gt_av,76
cis_total_ttc_violations_gt_non_av,530
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,611
global_total_mse_violations_gt,73847
global_total_mse_violations_sensor,92740
global_total_ttc_violations_gt,29516
global_total_ttc_violations_sensor,37850
global_true_positives_mse,70833
global_false_positives_mse,21907
global_false_negatives_mse,3014
global_true_positives_ttc,26227
global_false_positives_ttc,11623
global_false_negatives_ttc,3289
global_amota,1076.9035996259136
global_total_mse_violations_gt_av,7326
global_total_mse_violations_gt_non_av,66521
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,92740
global_total_ttc_violations_gt_av,2393
global_total_ttc_violations_gt_non_av,27123
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,37850
