Metric,Value
config_name,mal_remove_50pct_trust
run_id,8
total_steps,2500
recorded_steps,2000
wall_time_seconds,62.50710988044739
avg_cav_amota,0.9914127181623702
avg_cis_amota,0.9898687786496975
avg_global_amota,0.5503882815566039
cav_total_mse_violations_gt,14729
cav_total_mse_violations_sensor,14729
cav_total_ttc_violations_gt,2956
cav_total_ttc_violations_sensor,2965
cav_true_positives_mse,14719
cav_false_positives_mse,10
cav_false_negatives_mse,10
cav_true_positives_ttc,2633
cav_false_positives_ttc,332
cav_false_negatives_ttc,323
cav_amota,5694.6746531246545
cav_total_mse_violations_gt_av,2276
cav_total_mse_violations_gt_non_av,12453
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,14729
cav_total_ttc_violations_gt_av,287
cav_total_ttc_violations_gt_non_av,2669
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,2965
cis_total_mse_violations_gt,7524
cis_total_mse_violations_sensor,7523
cis_total_ttc_violations_gt,581
cis_total_ttc_violations_sensor,585
cis_true_positives_mse,7523
cis_false_positives_mse,0
cis_false_negatives_mse,1
cis_true_positives_ttc,570
cis_false_positives_ttc,15
cis_false_negatives_ttc,11
cis_amota,1960.9300505050508
cis_total_mse_violations_gt_av,1224
cis_total_mse_violations_gt_non_av,6300
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7523
cis_total_ttc_violations_gt_av,66
cis_total_ttc_violations_gt_non_av,515
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,585
global_total_mse_violations_gt,86108
global_total_mse_violations_sensor,109594
global_total_ttc_violations_gt,38716
global_total_ttc_violations_sensor,49672
global_true_positives_mse,83220
global_false_positives_mse,26374
global_false_negatives_mse,2888
global_true_positives_ttc,34910
global_false_positives_ttc,14762
global_false_negatives_ttc,3806
global_amota,1060.047830278019
global_total_mse_violations_gt_av,12800
global_total_mse_violations_gt_non_av,73308
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,109594
global_total_ttc_violations_gt_av,5185
global_total_ttc_violations_gt_non_av,33531
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,49672
