Metric,Value
config_name,lag_3steps_notrust
run_id,9
total_steps,7000
recorded_steps,5000
wall_time_seconds,323.7418339252472
avg_cav_amota,0.9930869014837939
avg_cis_amota,0.9905264867057884
avg_global_amota,0.506354993301341
cav_total_mse_violations_gt,51363
cav_total_mse_violations_sensor,51363
cav_total_ttc_violations_gt,13611
cav_total_ttc_violations_sensor,12080
cav_true_positives_mse,51340
cav_false_positives_mse,23
cav_false_negatives_mse,23
cav_true_positives_ttc,10539
cav_false_positives_ttc,1541
cav_false_negatives_ttc,3072
cav_amota,18098.01569264066
cav_total_mse_violations_gt_av,3445
cav_total_mse_violations_gt_non_av,47918
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,51363
cav_total_ttc_violations_gt_av,811
cav_total_ttc_violations_gt_non_av,12800
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,12080
cis_total_mse_violations_gt,25215
cis_total_mse_violations_sensor,25206
cis_total_ttc_violations_gt,1804
cis_total_ttc_violations_sensor,1811
cis_true_positives_mse,25189
cis_false_positives_mse,17
cis_false_negatives_mse,26
cis_true_positives_ttc,1777
cis_false_positives_ttc,34
cis_false_negatives_ttc,27
cis_amota,4938.765062715061
cis_total_mse_violations_gt_av,2434
cis_total_mse_violations_gt_non_av,22781
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25206
cis_total_ttc_violations_gt_av,212
cis_total_ttc_violations_gt_non_av,1592
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1811
global_total_mse_violations_gt,394737
global_total_mse_violations_sensor,482888
global_total_ttc_violations_gt,148706
global_total_ttc_violations_sensor,188524
global_true_positives_mse,383090
global_false_positives_mse,99798
global_false_negatives_mse,11647
global_true_positives_ttc,135822
global_false_positives_ttc,52702
global_false_negatives_ttc,12884
global_amota,2485.6966621162833
global_total_mse_violations_gt_av,24778
global_total_mse_violations_gt_non_av,369959
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,482888
global_total_ttc_violations_gt_av,10907
global_total_ttc_violations_gt_non_av,137799
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,188524
