Metric,Value
config_name,mal_add_50pct_trust
run_id,4
total_steps,7000
recorded_steps,5000
wall_time_seconds,474.64538311958313
avg_cav_amota,0.9938855265300222
avg_cis_amota,0.9897604840896056
avg_global_amota,0.5051497524514978
cav_total_mse_violations_gt,73359
cav_total_mse_violations_sensor,73359
cav_total_ttc_violations_gt,21981
cav_total_ttc_violations_sensor,19381
cav_true_positives_mse,73320
cav_false_positives_mse,39
cav_false_negatives_mse,39
cav_true_positives_ttc,17608
cav_false_positives_ttc,1773
cav_false_negatives_ttc,4373
cav_amota,27822.83142968144
cav_total_mse_violations_gt_av,8065
cav_total_mse_violations_gt_non_av,65294
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,73359
cav_total_ttc_violations_gt_av,1580
cav_total_ttc_violations_gt_non_av,20401
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,19381
cis_total_mse_violations_gt,25711
cis_total_mse_violations_sensor,25710
cis_total_ttc_violations_gt,1893
cis_total_ttc_violations_sensor,1894
cis_true_positives_mse,25694
cis_false_positives_mse,16
cis_false_negatives_mse,17
cis_true_positives_ttc,1856
cis_false_positives_ttc,38
cis_false_negatives_ttc,37
cis_amota,4934.945773670774
cis_total_mse_violations_gt_av,3713
cis_total_mse_violations_gt_non_av,21998
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25710
cis_total_ttc_violations_gt_av,305
cis_total_ttc_violations_gt_non_av,1588
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1894
global_total_mse_violations_gt,851989
global_total_mse_violations_sensor,1018932
global_total_ttc_violations_gt,324176
global_total_ttc_violations_sensor,402534
global_true_positives_mse,829171
global_false_positives_mse,189761
global_false_negatives_mse,22818
global_true_positives_ttc,299756
global_false_positives_ttc,102778
global_false_negatives_ttc,24420
global_amota,2504.5324726545264
global_total_mse_violations_gt_av,83294
global_total_mse_violations_gt_non_av,768695
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1018932
global_total_ttc_violations_gt_av,31344
global_total_ttc_violations_gt_non_av,292832
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,402534
