Metric,Value
config_name,mal_convoy_50pct_trust
run_id,6
total_steps,7000
recorded_steps,5000
wall_time_seconds,443.56549429893494
avg_cav_amota,0.9936964279555808
avg_cis_amota,0.9919496473938022
avg_global_amota,0.44523173976810104
cav_total_mse_violations_gt,63906
cav_total_mse_violations_sensor,63893
cav_total_ttc_violations_gt,21873
cav_total_ttc_violations_sensor,17925
cav_true_positives_mse,63875
cav_false_positives_mse,18
cav_false_negatives_mse,31
cav_true_positives_ttc,15455
cav_false_positives_ttc,2470
cav_false_negatives_ttc,6418
cav_amota,25813.252109002122
cav_total_mse_violations_gt_av,7141
cav_total_mse_violations_gt_non_av,56765
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,63893
cav_total_ttc_violations_gt_av,2859
cav_total_ttc_violations_gt_non_av,19014
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,17925
cis_total_mse_violations_gt,25388
cis_total_mse_violations_sensor,25383
cis_total_ttc_violations_gt,1831
cis_total_ttc_violations_sensor,1842
cis_true_positives_mse,25364
cis_false_positives_mse,19
cis_false_negatives_mse,24
cis_true_positives_ttc,1801
cis_false_positives_ttc,41
cis_false_negatives_ttc,30
cis_amota,4946.852891552891
cis_total_mse_violations_gt_av,2671
cis_total_mse_violations_gt_non_av,22717
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25383
cis_total_ttc_violations_gt_av,196
cis_total_ttc_violations_gt_non_av,1635
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1842
global_total_mse_violations_gt,688149
global_total_mse_violations_sensor,833316
global_total_ttc_violations_gt,258827
global_total_ttc_violations_sensor,322007
global_true_positives_mse,670517
global_false_positives_mse,162799
global_false_negatives_mse,17632
global_true_positives_ttc,237356
global_false_positives_ttc,84651
global_false_negatives_ttc,21471
global_amota,2174.5118170274054
global_total_mse_violations_gt_av,65989
global_total_mse_violations_gt_non_av,622160
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,833316
global_total_ttc_violations_gt_av,24841
global_total_ttc_violations_gt_non_av,233986
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,322007
