Metric,Value
config_name,localization_30pct_notrust
run_id,7
total_steps,7000
recorded_steps,5000
wall_time_seconds,640.9239122867584
avg_cav_amota,0.9862063765136131
avg_cis_amota,0.9907535705128488
avg_global_amota,0.32928646777493265
cav_total_mse_violations_gt,78802
cav_total_mse_violations_sensor,78802
cav_total_ttc_violations_gt,33577
cav_total_ttc_violations_sensor,24742
cav_true_positives_mse,78766
cav_false_positives_mse,36
cav_false_negatives_mse,36
cav_true_positives_ttc,20670
cav_false_positives_ttc,4072
cav_false_negatives_ttc,12907
cav_amota,35293.36759629267
cav_total_mse_violations_gt_av,12890
cav_total_mse_violations_gt_non_av,65912
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,78802
cav_total_ttc_violations_gt_av,6309
cav_total_ttc_violations_gt_non_av,27268
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,24742
cis_total_mse_violations_gt,24590
cis_total_mse_violations_sensor,24574
cis_total_ttc_violations_gt,1825
cis_total_ttc_violations_sensor,1824
cis_true_positives_mse,24563
cis_false_positives_mse,11
cis_false_negatives_mse,27
cis_true_positives_ttc,1788
cis_false_positives_ttc,36
cis_false_negatives_ttc,37
cis_amota,4938.906549006551
cis_total_mse_violations_gt_av,2163
cis_total_mse_violations_gt_non_av,22427
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24574
cis_total_ttc_violations_gt_av,184
cis_total_ttc_violations_gt_non_av,1641
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1824
global_total_mse_violations_gt,1082708
global_total_mse_violations_sensor,1314256
global_total_ttc_violations_gt,441350
global_total_ttc_violations_sensor,550930
global_true_positives_mse,1053516
global_false_positives_mse,260740
global_false_negatives_mse,29192
global_true_positives_ttc,406173
global_false_positives_ttc,144757
global_false_negatives_ttc,35177
global_amota,1627.3337237437172
global_total_mse_violations_gt_av,155286
global_total_mse_violations_gt_non_av,927422
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1314256
global_total_ttc_violations_gt_av,68029
global_total_ttc_violations_gt_non_av,373321
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,550930
