Metric,Value
config_name,baseline
run_id,4
total_steps,2500
recorded_steps,2000
wall_time_seconds,38.12732434272766
avg_cav_amota,0.9936384251685156
avg_cis_amota,0.9885023493145321
avg_global_amota,0.4285971216957864
cav_total_mse_violations_gt,4539
cav_total_mse_violations_sensor,4537
cav_total_ttc_violations_gt,1554
cav_total_ttc_violations_sensor,1468
cav_true_positives_mse,4537
cav_false_positives_mse,0
cav_false_negatives_mse,2
cav_true_positives_ttc,1309
cav_false_positives_ttc,159
cav_false_negatives_ttc,245
cav_amota,2328.094830169832
cav_total_mse_violations_gt_av,124
cav_total_mse_violations_gt_non_av,4415
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,4537
cav_total_ttc_violations_gt_av,66
cav_total_ttc_violations_gt_non_av,1488
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,1468
cis_total_mse_violations_gt,7329
cis_total_mse_violations_sensor,7327
cis_total_ttc_violations_gt,590
cis_total_ttc_violations_sensor,597
cis_true_positives_mse,7324
cis_false_positives_mse,3
cis_false_negatives_mse,5
cis_true_positives_ttc,583
cis_false_positives_ttc,14
cis_false_negatives_ttc,7
cis_amota,1947.3496281496282
cis_total_mse_violations_gt_av,221
cis_total_mse_violations_gt_non_av,7108
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7327
cis_total_ttc_violations_gt_av,43
cis_total_ttc_violations_gt_non_av,547
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,597
global_total_mse_violations_gt,41283
global_total_mse_violations_sensor,51464
global_total_ttc_violations_gt,18740
global_total_ttc_violations_sensor,23101
global_true_positives_mse,38679
global_false_positives_mse,12785
global_false_negatives_mse,2604
global_true_positives_ttc,16238
global_false_positives_ttc,6863
global_false_negatives_ttc,2502
global_amota,744.0446032638852
global_total_mse_violations_gt_av,1116
global_total_mse_violations_gt_non_av,40167
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,51464
global_total_ttc_violations_gt_av,506
global_total_ttc_violations_gt_non_av,18234
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,23101
