Metric,Value
config_name,mal_add_80pct
run_id,10
total_steps,2500
recorded_steps,2000
wall_time_seconds,47.43611788749695
avg_cav_amota,0.9943685794592443
avg_cis_amota,0.989960567196545
avg_global_amota,0.44926677236409684
cav_total_mse_violations_gt,9267
cav_total_mse_violations_sensor,9261
cav_total_ttc_violations_gt,3184
cav_total_ttc_violations_sensor,3066
cav_true_positives_mse,9256
cav_false_positives_mse,5
cav_false_negatives_mse,11
cav_true_positives_ttc,2676
cav_false_positives_ttc,390
cav_false_negatives_ttc,508
cav_amota,4441.844444444444
cav_total_mse_violations_gt_av,1261
cav_total_mse_violations_gt_non_av,8006
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,9261
cav_total_ttc_violations_gt_av,409
cav_total_ttc_violations_gt_non_av,2775
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,3066
cis_total_mse_violations_gt,7268
cis_total_mse_violations_sensor,7267
cis_total_ttc_violations_gt,558
cis_total_ttc_violations_sensor,555
cis_true_positives_mse,7265
cis_false_positives_mse,2
cis_false_negatives_mse,3
cis_true_positives_ttc,540
cis_false_positives_ttc,15
cis_false_negatives_ttc,18
cis_amota,1959.1319624819625
cis_total_mse_violations_gt_av,578
cis_total_mse_violations_gt_non_av,6690
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7267
cis_total_ttc_violations_gt_av,34
cis_total_ttc_violations_gt_non_av,524
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,555
global_total_mse_violations_gt,108799
global_total_mse_violations_sensor,134343
global_total_ttc_violations_gt,40685
global_total_ttc_violations_sensor,51235
global_true_positives_mse,102328
global_false_positives_mse,32015
global_false_negatives_mse,6471
global_true_positives_ttc,34895
global_false_positives_ttc,16340
global_false_negatives_ttc,5790
global_amota,814.9699250684716
global_total_mse_violations_gt_av,9663
global_total_mse_violations_gt_non_av,99136
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,134343
global_total_ttc_violations_gt_av,3128
global_total_ttc_violations_gt_non_av,37557
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,51235
