Metric,Value
config_name,baseline
run_id,6
total_steps,7000
recorded_steps,5000
wall_time_seconds,380.1907362937927
avg_cav_amota,0.9905277865944375
avg_cis_amota,0.9897870981805993
avg_global_amota,0.45689347560242605
cav_total_mse_violations_gt,66855
cav_total_mse_violations_sensor,66860
cav_total_ttc_violations_gt,21657
cav_total_ttc_violations_sensor,16850
cav_true_positives_mse,66840
cav_false_positives_mse,20
cav_false_negatives_mse,15
cav_true_positives_ttc,15071
cav_false_positives_ttc,1779
cav_false_negatives_ttc,6586
cav_amota,27612.943106893134
cis_total_mse_violations_gt,25088
cis_total_mse_violations_sensor,25093
cis_total_ttc_violations_gt,1875
cis_total_ttc_violations_sensor,1880
cis_true_positives_mse,25072
cis_false_positives_mse,21
cis_false_negatives_mse,16
cis_true_positives_ttc,1844
cis_false_positives_ttc,36
cis_false_negatives_ttc,31
cis_amota,4935.078471528468
global_total_mse_violations_gt,769591
global_total_mse_violations_sensor,928106
global_total_ttc_violations_gt,289027
global_total_ttc_violations_sensor,357547
global_true_positives_mse,750140
global_false_positives_mse,177966
global_false_negatives_mse,19451
global_true_positives_ttc,265024
global_false_positives_ttc,92523
global_false_negatives_ttc,24003
global_amota,2255.226195573575
