Metric,Value
config_name,mal_remove_40pct_notrust
run_id,7
total_steps,15000
recorded_steps,10000
wall_time_seconds,1298.3575160503387
avg_cav_amota,0.9944439988070845
avg_cis_amota,0.9907232185115638
avg_global_amota,0.42107547580100074
cav_total_mse_violations_gt,163430
cav_total_mse_violations_sensor,163417
cav_total_ttc_violations_gt,59079
cav_total_ttc_violations_sensor,48141
cav_true_positives_mse,163370
cav_false_positives_mse,47
cav_false_negatives_mse,60
cav_true_positives_ttc,41220
cav_false_positives_ttc,6921
cav_false_negatives_ttc,17859
cav_amota,64343.51005481478
cav_total_mse_violations_gt_av,9266
cav_total_mse_violations_gt_non_av,154164
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,163417
cav_total_ttc_violations_gt_av,3368
cav_total_ttc_violations_gt_non_av,55711
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,48141
cis_total_mse_violations_gt,50449
cis_total_mse_violations_sensor,50448
cis_total_ttc_violations_gt,3898
cis_total_ttc_violations_sensor,3910
cis_true_positives_mse,50407
cis_false_positives_mse,41
cis_false_negatives_mse,42
cis_true_positives_ttc,3827
cis_false_positives_ttc,83
cis_false_negatives_ttc,71
cis_amota,9895.343506493498
cis_total_mse_violations_gt_av,5104
cis_total_mse_violations_gt_non_av,45345
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,50448
cis_total_ttc_violations_gt_av,369
cis_total_ttc_violations_gt_non_av,3529
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,3910
global_total_mse_violations_gt,2059674
global_total_mse_violations_sensor,2431173
global_total_ttc_violations_gt,807672
global_total_ttc_violations_sensor,974698
global_true_positives_mse,2004390
global_false_positives_mse,426783
global_false_negatives_mse,55284
global_true_positives_ttc,741499
global_false_positives_ttc,233199
global_false_negatives_ttc,66173
global_amota,4170.331512333111
global_total_mse_violations_gt_av,141557
global_total_mse_violations_gt_non_av,1918117
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,2431173
global_total_ttc_violations_gt_av,55246
global_total_ttc_violations_gt_non_av,752426
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,974698
