Metric,Value
config_name,mal_remove_40pct_notrust
run_id,8
total_steps,15000
recorded_steps,10000
wall_time_seconds,1606.0973060131073
avg_cav_amota,0.9945096669122393
avg_cis_amota,0.991125920123166
avg_global_amota,0.42842581814631736
cav_total_mse_violations_gt,188642
cav_total_mse_violations_sensor,188600
cav_total_ttc_violations_gt,62733
cav_total_ttc_violations_sensor,51126
cav_true_positives_mse,188550
cav_false_positives_mse,50
cav_false_negatives_mse,92
cav_true_positives_ttc,43557
cav_false_positives_ttc,7569
cav_false_negatives_ttc,19176
cav_amota,71582.81680500916
cav_total_mse_violations_gt_av,14994
cav_total_mse_violations_gt_non_av,173648
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,188600
cav_total_ttc_violations_gt_av,4483
cav_total_ttc_violations_gt_non_av,58250
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,51126
cis_total_mse_violations_gt,48908
cis_total_mse_violations_sensor,48916
cis_total_ttc_violations_gt,3810
cis_total_ttc_violations_sensor,3813
cis_true_positives_mse,48862
cis_false_positives_mse,54
cis_false_negatives_mse,46
cis_true_positives_ttc,3740
cis_false_positives_ttc,73
cis_false_negatives_ttc,70
cis_amota,9901.347942030428
cis_total_mse_violations_gt_av,6656
cis_total_mse_violations_gt_non_av,42252
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,48916
cis_total_ttc_violations_gt_av,344
cis_total_ttc_violations_gt_non_av,3466
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,3813
global_total_mse_violations_gt,2216142
global_total_mse_violations_sensor,2587276
global_total_ttc_violations_gt,870498
global_total_ttc_violations_sensor,1029563
global_true_positives_mse,2156182
global_false_positives_mse,431094
global_false_negatives_mse,59960
global_true_positives_ttc,796538
global_false_positives_ttc,233025
global_false_negatives_ttc,73960
global_amota,4235.8460640126395
global_total_mse_violations_gt_av,194139
global_total_mse_violations_gt_non_av,2022003
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,2587276
global_total_ttc_violations_gt_av,79353
global_total_ttc_violations_gt_non_av,791145
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,1029563
