Metric,Value
config_name,mal_convoy_30pct
run_id,1
total_steps,2500
recorded_steps,2000
wall_time_seconds,48.07455563545227
avg_cav_amota,0.9924916571354021
avg_cis_amota,0.9917512690355329
avg_global_amota,0.5421503355308627
cav_total_mse_violations_gt,9013
cav_total_mse_violations_sensor,9011
cav_total_ttc_violations_gt,2313
cav_total_ttc_violations_sensor,2347
cav_true_positives_mse,9008
cav_false_positives_mse,3
cav_false_negatives_mse,5
cav_true_positives_ttc,2091
cav_false_positives_ttc,256
cav_false_negatives_ttc,222
cav_amota,3593.812290487291
cav_total_mse_violations_gt_av,1560
cav_total_mse_violations_gt_non_av,7453
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,9011
cav_total_ttc_violations_gt_av,242
cav_total_ttc_violations_gt_non_av,2071
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,2347
cis_total_mse_violations_gt,7556
cis_total_mse_violations_sensor,7557
cis_total_ttc_violations_gt,597
cis_total_ttc_violations_sensor,596
cis_true_positives_mse,7554
cis_false_positives_mse,3
cis_false_negatives_mse,2
cis_true_positives_ttc,582
cis_false_positives_ttc,14
cis_false_negatives_ttc,15
cis_amota,1953.7499999999998
cis_total_mse_violations_gt_av,813
cis_total_mse_violations_gt_non_av,6743
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,7557
cis_total_ttc_violations_gt_av,117
cis_total_ttc_violations_gt_non_av,480
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,596
global_total_mse_violations_gt,54065
global_total_mse_violations_sensor,68936
global_total_ttc_violations_gt,24409
global_total_ttc_violations_sensor,30787
global_true_positives_mse,52385
global_false_positives_mse,16551
global_false_negatives_mse,1680
global_true_positives_ttc,22260
global_false_positives_ttc,8527
global_false_negatives_ttc,2149
global_amota,1006.773173080812
global_total_mse_violations_gt_av,6697
global_total_mse_violations_gt_non_av,47368
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,68936
global_total_ttc_violations_gt_av,2483
global_total_ttc_violations_gt_non_av,21926
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,30787
