Metric,Value
config_name,mal_convoy_7pct
run_id,1
total_steps,500
recorded_steps,300
wall_time_seconds,2.3865163326263428
avg_cav_amota,0.9931506849315068
avg_cis_amota,0.9927685950413223
avg_global_amota,0.610416250416251
cav_total_mse_violations_gt,348
cav_total_mse_violations_sensor,348
cav_total_ttc_violations_gt,52
cav_total_ttc_violations_sensor,52
cav_true_positives_mse,348
cav_false_positives_mse,0
cav_false_negatives_mse,0
cav_true_positives_ttc,52
cav_false_positives_ttc,0
cav_false_negatives_ttc,0
cav_amota,217.5
cav_total_mse_violations_gt_av,0
cav_total_mse_violations_gt_non_av,348
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,348
cav_total_ttc_violations_gt_av,0
cav_total_ttc_violations_gt_non_av,52
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,52
cis_total_mse_violations_gt,464
cis_total_mse_violations_sensor,464
cis_total_ttc_violations_gt,69
cis_total_ttc_violations_sensor,67
cis_true_positives_mse,464
cis_false_positives_mse,0
cis_false_negatives_mse,0
cis_true_positives_ttc,67
cis_false_positives_ttc,0
cis_false_negatives_ttc,2
cis_amota,240.25
cis_total_mse_violations_gt_av,122
cis_total_mse_violations_gt_non_av,342
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,464
cis_total_ttc_violations_gt_av,0
cis_total_ttc_violations_gt_non_av,69
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,67
global_total_mse_violations_gt,1599
global_total_mse_violations_sensor,2107
global_total_ttc_violations_gt,717
global_total_ttc_violations_sensor,851
global_true_positives_mse,1419
global_false_positives_mse,688
global_false_negatives_mse,180
global_true_positives_ttc,568
global_false_positives_ttc,283
global_false_negatives_ttc,149
global_amota,140.39573759573773
global_total_mse_violations_gt_av,191
global_total_mse_violations_gt_non_av,1408
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,2107
global_total_ttc_violations_gt_av,20
global_total_ttc_violations_gt_non_av,697
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,851
