Metric,Value
config_name,lag_5steps_notrust
run_id,8
total_steps,7000
recorded_steps,5000
wall_time_seconds,367.3033301830292
avg_cav_amota,0.9921999947326542
avg_cis_amota,0.991385762800743
avg_global_amota,0.5280809680666042
cav_total_mse_violations_gt,58008
cav_total_mse_violations_sensor,58005
cav_total_ttc_violations_gt,13937
cav_total_ttc_violations_sensor,13152
cav_true_positives_mse,57973
cav_false_positives_mse,32
cav_false_negatives_mse,35
cav_true_positives_ttc,12003
cav_false_positives_ttc,1149
cav_false_negatives_ttc,1934
cav_amota,17923.100704850665
cav_total_mse_violations_gt_av,6599
cav_total_mse_violations_gt_non_av,51409
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,58005
cav_total_ttc_violations_gt_av,1233
cav_total_ttc_violations_gt_non_av,12704
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,13152
cis_total_mse_violations_gt,25312
cis_total_mse_violations_sensor,25310
cis_total_ttc_violations_gt,1902
cis_total_ttc_violations_sensor,1909
cis_true_positives_mse,25291
cis_false_positives_mse,19
cis_false_negatives_mse,21
cis_true_positives_ttc,1867
cis_false_positives_ttc,42
cis_false_negatives_ttc,35
cis_amota,4949.98911366411
cis_total_mse_violations_gt_av,3129
cis_total_mse_violations_gt_non_av,22183
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25310
cis_total_ttc_violations_gt_av,215
cis_total_ttc_violations_gt_non_av,1687
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1909
global_total_mse_violations_gt,480475
global_total_mse_violations_sensor,590619
global_total_ttc_violations_gt,187038
global_total_ttc_violations_sensor,227868
global_true_positives_mse,470461
global_false_positives_mse,120158
global_false_negatives_mse,10014
global_true_positives_ttc,170979
global_false_positives_ttc,56889
global_false_negatives_ttc,16059
global_amota,2590.76522933476
global_total_mse_violations_gt_av,48856
global_total_mse_violations_gt_non_av,431619
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,590619
global_total_ttc_violations_gt_av,21038
global_total_ttc_violations_gt_non_av,166000
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,227868
