Metric,Value
config_name,lag_5steps_notrust
run_id,10
total_steps,7000
recorded_steps,5000
wall_time_seconds,339.09312534332275
avg_cav_amota,0.9940996260094751
avg_cis_amota,0.9915636806346364
avg_global_amota,0.4423763186142029
cav_total_mse_violations_gt,50952
cav_total_mse_violations_sensor,50915
cav_total_ttc_violations_gt,14592
cav_total_ttc_violations_sensor,13161
cav_true_positives_mse,50900
cav_false_positives_mse,15
cav_false_negatives_mse,52
cav_true_positives_ttc,11687
cav_false_positives_ttc,1474
cav_false_negatives_ttc,2905
cav_amota,18558.84591797089
cav_total_mse_violations_gt_av,7752
cav_total_mse_violations_gt_non_av,43200
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,50915
cav_total_ttc_violations_gt_av,1221
cav_total_ttc_violations_gt_non_av,13371
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,13161
cis_total_mse_violations_gt,24941
cis_total_mse_violations_sensor,24944
cis_total_ttc_violations_gt,1781
cis_total_ttc_violations_sensor,1781
cis_true_positives_mse,24927
cis_false_positives_mse,17
cis_false_negatives_mse,14
cis_true_positives_ttc,1743
cis_false_positives_ttc,38
cis_false_negatives_ttc,38
cis_amota,4946.911202686201
cis_total_mse_violations_gt_av,2476
cis_total_mse_violations_gt_non_av,22465
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24944
cis_total_ttc_violations_gt_av,95
cis_total_ttc_violations_gt_non_av,1686
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1781
global_total_mse_violations_gt,489783
global_total_mse_violations_sensor,596070
global_total_ttc_violations_gt,172221
global_total_ttc_violations_sensor,221578
global_true_positives_mse,475819
global_false_positives_mse,120251
global_false_negatives_mse,13964
global_true_positives_ttc,158593
global_false_positives_ttc,62985
global_false_negatives_ttc,13628
global_amota,2121.194447755103
global_total_mse_violations_gt_av,54841
global_total_mse_violations_gt_non_av,434942
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,596070
global_total_ttc_violations_gt_av,15583
global_total_ttc_violations_gt_non_av,156638
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,221578
