Metric,Value
config_name,mal_add_4pct
run_id,1
total_steps,500
recorded_steps,300
wall_time_seconds,1.8072752952575684
avg_cav_amota,1.0
avg_cis_amota,0.9939024390243901
avg_global_amota,0.6328042328042331
cav_total_mse_violations_gt,1
cav_total_mse_violations_sensor,1
cav_total_ttc_violations_gt,0
cav_total_ttc_violations_sensor,0
cav_true_positives_mse,1
cav_false_positives_mse,0
cav_false_negatives_mse,0
cav_true_positives_ttc,0
cav_false_positives_ttc,0
cav_false_negatives_ttc,0
cav_amota,1.0
cav_total_mse_violations_gt_av,0
cav_total_mse_violations_gt_non_av,1
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,1
cav_total_ttc_violations_gt_av,0
cav_total_ttc_violations_gt_non_av,0
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,0
cis_total_mse_violations_gt,469
cis_total_mse_violations_sensor,469
cis_total_ttc_violations_gt,66
cis_total_ttc_violations_sensor,67
cis_true_positives_mse,469
cis_false_positives_mse,0
cis_false_negatives_mse,0
cis_true_positives_ttc,66
cis_false_positives_ttc,1
cis_false_negatives_ttc,0
cis_amota,244.49999999999997
cis_total_mse_violations_gt_av,0
cis_total_mse_violations_gt_non_av,469
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,469
cis_total_ttc_violations_gt_av,0
cis_total_ttc_violations_gt_non_av,66
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,67
global_total_mse_violations_gt,504
global_total_mse_violations_sensor,655
global_total_ttc_violations_gt,201
global_total_ttc_violations_sensor,285
global_true_positives_mse,404
global_false_positives_mse,251
global_false_negatives_mse,100
global_true_positives_ttc,145
global_false_positives_ttc,140
global_false_negatives_ttc,56
global_amota,94.92063492063497
global_total_mse_violations_gt_av,0
global_total_mse_violations_gt_non_av,504
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,655
global_total_ttc_violations_gt_av,0
global_total_ttc_violations_gt_non_av,201
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,285
