Metric,Value
config_name,high_miss_100pct_trust
run_id,9
total_steps,7000
recorded_steps,5000
wall_time_seconds,568.8315300941467
avg_cav_amota,0.9942113816198112
avg_cis_amota,0.9901656272594899
avg_global_amota,0.4113626829576437
cav_total_mse_violations_gt,75865
cav_total_mse_violations_sensor,75856
cav_total_ttc_violations_gt,24236
cav_total_ttc_violations_sensor,20893
cav_true_positives_mse,75835
cav_false_positives_mse,21
cav_false_negatives_mse,30
cav_true_positives_ttc,18072
cav_false_positives_ttc,2821
cav_false_negatives_ttc,6164
cav_amota,29721.949253524253
cav_total_mse_violations_gt_av,11564
cav_total_mse_violations_gt_non_av,64301
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,75856
cav_total_ttc_violations_gt_av,4016
cav_total_ttc_violations_gt_non_av,20220
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,20893
cis_total_mse_violations_gt,25389
cis_total_mse_violations_sensor,25379
cis_total_ttc_violations_gt,1789
cis_total_ttc_violations_sensor,1782
cis_true_positives_mse,25366
cis_false_positives_mse,13
cis_false_negatives_mse,23
cis_true_positives_ttc,1752
cis_false_positives_ttc,30
cis_false_negatives_ttc,37
cis_amota,4936.9658175158165
cis_total_mse_violations_gt_av,2539
cis_total_mse_violations_gt_non_av,22850
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25379
cis_total_ttc_violations_gt_av,344
cis_total_ttc_violations_gt_non_av,1445
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1782
global_total_mse_violations_gt,836411
global_total_mse_violations_sensor,1033508
global_total_ttc_violations_gt,308069
global_total_ttc_violations_sensor,395556
global_true_positives_mse,817788
global_false_positives_mse,215720
global_false_negatives_mse,18623
global_true_positives_ttc,285627
global_false_positives_ttc,109929
global_false_negatives_ttc,22442
global_amota,2015.2657838094965
global_total_mse_violations_gt_av,120201
global_total_mse_violations_gt_non_av,716210
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1033508
global_total_ttc_violations_gt_av,40270
global_total_ttc_violations_gt_non_av,267799
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,395556
