Metric,Value
config_name,mal_convoy_50pct_trust
run_id,3
total_steps,7000
recorded_steps,5000
wall_time_seconds,529.4535531997681
avg_cav_amota,0.9949146803414389
avg_cis_amota,0.9906064985884261
avg_global_amota,0.40306709880868025
cav_total_mse_violations_gt,71255
cav_total_mse_violations_sensor,71252
cav_total_ttc_violations_gt,26264
cav_total_ttc_violations_sensor,21438
cav_true_positives_mse,71231
cav_false_positives_mse,21
cav_false_negatives_mse,24
cav_true_positives_ttc,18351
cav_false_positives_ttc,3087
cav_false_negatives_ttc,7913
cav_amota,30808.527991452997
cav_total_mse_violations_gt_av,5145
cav_total_mse_violations_gt_non_av,66110
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,71252
cav_total_ttc_violations_gt_av,2179
cav_total_ttc_violations_gt_non_av,24085
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,21438
cis_total_mse_violations_gt,25074
cis_total_mse_violations_sensor,25067
cis_total_ttc_violations_gt,1830
cis_total_ttc_violations_sensor,1839
cis_true_positives_mse,25055
cis_false_positives_mse,12
cis_false_negatives_mse,19
cis_true_positives_ttc,1793
cis_false_positives_ttc,46
cis_false_negatives_ttc,37
cis_amota,4933.220362970362
cis_total_mse_violations_gt_av,2288
cis_total_mse_violations_gt_non_av,22786
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,25067
cis_total_ttc_violations_gt_av,247
cis_total_ttc_violations_gt_non_av,1583
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1839
global_total_mse_violations_gt,947047
global_total_mse_violations_sensor,1118402
global_total_ttc_violations_gt,361738
global_total_ttc_violations_sensor,454898
global_true_positives_mse,920508
global_false_positives_mse,197894
global_false_negatives_mse,26539
global_true_positives_ttc,333854
global_false_positives_ttc,121044
global_false_negatives_ttc,27884
global_amota,1971.8042473720639
global_total_mse_violations_gt_av,72836
global_total_mse_violations_gt_non_av,874211
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,1118402
global_total_ttc_violations_gt_av,28270
global_total_ttc_violations_gt_non_av,333468
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,454898
