Metric,Value
config_name,baseline_notrust
run_id,5
total_steps,7000
recorded_steps,5000
wall_time_seconds,366.9957945346832
avg_cav_amota,0.9941044173733445
avg_cis_amota,0.9912867642193215
avg_global_amota,0.46333970373340483
cav_total_mse_violations_gt,53389
cav_total_mse_violations_sensor,53398
cav_total_ttc_violations_gt,17611
cav_total_ttc_violations_sensor,14754
cav_true_positives_mse,53373
cav_false_positives_mse,25
cav_false_negatives_mse,16
cav_true_positives_ttc,13195
cav_false_positives_ttc,1559
cav_false_negatives_ttc,4416
cav_amota,20759.882548007554
cav_total_mse_violations_gt_av,2864
cav_total_mse_violations_gt_non_av,50525
cav_total_mse_violations_sensor_av,0
cav_total_mse_violations_sensor_non_av,53398
cav_total_ttc_violations_gt_av,850
cav_total_ttc_violations_gt_non_av,16761
cav_total_ttc_violations_sensor_av,0
cav_total_ttc_violations_sensor_non_av,14754
cis_total_mse_violations_gt,24670
cis_total_mse_violations_sensor,24670
cis_total_ttc_violations_gt,1801
cis_total_ttc_violations_sensor,1802
cis_true_positives_mse,24655
cis_false_positives_mse,15
cis_false_negatives_mse,15
cis_true_positives_ttc,1767
cis_false_positives_ttc,35
cis_false_negatives_ttc,34
cis_amota,4938.59065934066
cis_total_mse_violations_gt_av,2177
cis_total_mse_violations_gt_non_av,22493
cis_total_mse_violations_sensor_av,0
cis_total_mse_violations_sensor_non_av,24670
cis_total_ttc_violations_gt_av,157
cis_total_ttc_violations_gt_non_av,1644
cis_total_ttc_violations_sensor_av,0
cis_total_ttc_violations_sensor_non_av,1802
global_total_mse_violations_gt,560907
global_total_mse_violations_sensor,674859
global_total_ttc_violations_gt,214567
global_total_ttc_violations_sensor,260943
global_true_positives_mse,542985
global_false_positives_mse,131874
global_false_negatives_mse,17922
global_true_positives_ttc,195083
global_false_positives_ttc,65860
global_false_negatives_ttc,19484
global_amota,2266.194490960083
global_total_mse_violations_gt_av,32427
global_total_mse_violations_gt_non_av,528480
global_total_mse_violations_sensor_av,0
global_total_mse_violations_sensor_non_av,674859
global_total_ttc_violations_gt_av,11686
global_total_ttc_violations_gt_non_av,202881
global_total_ttc_violations_sensor_av,0
global_total_ttc_violations_sensor_non_av,260943
